numrooms,squaremeters,numberoffloors,floor,price,district,street,builtyear,ceilinghight,isnewbuilding,seller,bathroomtype,residentialcomplex,repaired,city
3,64.0,5.0,4.0,43000000,бостандыкский,,1976,,False,специалист,совмещенный,,,Алматы
2,60.0,13.0,8.0,43000000,бостандыкский,,2022,,False,специалист,,four seasons,,Алматы
3,80.0,6.0,5.0,39900000,наурызбайский,,2020,2.7,False,хозяин недвижимости,раздельный,alma city,,Алматы
2,40.4,4.0,4.0,24500000,бостандыкский,,1966,,False,специалист,совмещенный,,,Алматы
2,92.0,22.0,3.0,160000000,,,2015,2.8,False,специалист,совмещенный,esentai apartments,,Алматы
3,58.0,4.0,2.0,30000000,ауэзовский,,1965,,False,специалист,,,,Алматы
1,40.0,6.0,4.0,20000000,турксибский,,2007,2.8,False,хозяин недвижимости,совмещенный,,,Алматы
2,48.0,5.0,2.0,38000000,алмалинский,,1972,2.7,False,хозяин недвижимости,,,евроремонт,Алматы
1,47.0,12.0,4.0,24000000,алатауский,,2018,3.0,False,хозяин недвижимости,,,,Алматы
1,47.0,12.0,4.0,24000000,алатауский,,2018,3.0,False,хозяин недвижимости,,,,Алматы
3,59.0,5.0,5.0,33000000,алмалинский,,1978,,False,специалист,совмещенный,,,Алматы
3,67.0,12.0,10.0,65000000,бостандыкский,,2023,3.0,False,специалист,совмещенный,,,Алматы
2,41.0,4.0,3.0,27500000,бостандыкский,,1960,,False,специалист,совмещенный,,дргуой ремонт,Алматы
2,43.0,4.0,2.0,28000000,бостандыкский,,1968,,False,специалист,совмещенный,,,Алматы
1,41.0,12.0,4.0,26000000,алмалинский,,2024,3.0,False,специалист,совмещенный,guldala,,Алматы
1,42.0,16.0,6.0,43000000,алмалинский,,2020,3.0,False,специалист,совмещенный,legenda,,Алматы
4,83.0,5.0,4.0,49500000,бостандыкский,,1989,,False,специалист,раздельный,,,Алматы
4,105.0,12.0,11.0,76000000,бостандыкский,,2018,2.74,False,специалист,раздельный,акварель,,Алматы
1,40.0,4.0,4.0,20500000,ауэзовский,,1969,,False,специалист,раздельный,,,Алматы
2,46.0,13.0,11.0,33500000,алмалинский,,2023,,False,специалист,совмещенный,,,Алматы
2,62.0,9.0,8.0,39500000,бостандыкский,,1987,,False,специалист,раздельный,,,Алматы
2,54.0,13.0,6.0,34500000,алмалинский,,2020,3.0,False,специалист,совмещенный,12 месяцев,,Алматы
2,65.0,12.0,8.0,38000000,медеуский,,2020,2.7,False,специалист,раздельный,jetisu park,,Алматы
2,27.0,2.0,2.0,14000000,наурызбайский,,1974,3.0,False,хозяин недвижимости,раздельный,,,Алматы
2,45.0,5.0,4.0,28500000,бостандыкский,,1976,,False,специалист,раздельный,,,Алматы
3,60.0,5.0,4.0,45000000,бостандыкский,,1980,,False,специалист,2 с/у и более,,,Алматы
2,68.0,7.0,7.0,42000000,алмалинский,,1977,,False,специалист,раздельный,,,Алматы
3,90.0,9.0,8.0,35000000,алатауский,,2018,2.8,False,новостройка,раздельный,,,Алматы
4,93.0,10.0,6.0,65000000,наурызбайский,,2013,2.9,False,хозяин недвижимости,раздельный,хан-тенгри,свежий ремонт,Алматы
1,40.0,5.0,3.0,23500000,жетысуский,,1987,,False,специалист,совмещенный,,после ремонта,Алматы
2,52.5,22.0,5.0,41000000,,,2012,2.8,False,хозяин недвижимости,совмещенный,жагалау,,Алматы
3,89.0,20.0,2.0,46000000,алмалинский,,2011,2.8,False,хозяин недвижимости,2 с/у и более,манхеттан (29 квартал),,Алматы
3,75.0,12.0,12.0,53500000,алмалинский,,2018,2.8,False,новостройка,совмещенный,отау,,Алматы
1,29.0,5.0,4.0,11000000,жетысуский,,2010,2.8,False,хозяин недвижимости,раздельный,,,Алматы
3,120.0,9.0,8.0,115000000,бостандыкский,,2013,3.0,False,специалист,2 с/у и более,adal residence,хороший ремонт,Алматы
3,59.0,4.0,2.0,38000000,ауэзовский,,1967,2.0,False,хозяин недвижимости,совмещенный,,дргуой ремонт,Алматы
3,107.0,12.0,8.0,92500000,,,2021,2.7,False,специалист,2 с/у и более,ala park,,Алматы
3,86.9,9.0,7.0,58000000,ауэзовский,,2002,2.8,False,хозяин недвижимости,раздельный,,,Алматы
1,48.0,10.0,4.0,23500000,наурызбайский,,2022,2.7,False,хозяин недвижимости,,alma city,,Алматы
2,44.0,4.0,1.0,27500000,бостандыкский,,1961,,False,специалист,совмещенный,,дргуой ремонт,Алматы
4,105.0,12.0,11.0,76000000,бостандыкский,,2018,2.75,False,специалист,раздельный,,,Алматы
3,88.0,4.0,1.0,80000000,наурызбайский,,2020,3.2,False,специалист,2 с/у и более,alatau golf residences,,Алматы
2,60.9,12.0,2.0,43000000,бостандыкский,,2019,2.95,False,хозяин недвижимости,совмещенный,jazz-квартал,черновая отделка,Алматы
3,93.0,4.0,2.0,71000000,бостандыкский,,2009,3.0,False,хозяин недвижимости,,sun villa,,Алматы
1,30.9,9.0,2.0,22000000,турксибский,,1988,2.7,False,хозяин недвижимости,совмещенный,,,Алматы
1,41.0,5.0,2.0,25500000,ауэзовский,,1995,2.8,False,хозяин недвижимости,совмещенный,,,Алматы
3,130.0,6.0,2.0,125000000,бостандыкский,,2013,3.0,False,хозяин недвижимости,2 с/у и более,солнечная долина,,Алматы
2,62.0,6.0,1.0,48500000,алмалинский,,2020,,False,специалист,,,,Алматы
3,99.0,16.0,8.0,66500000,бостандыкский,,2019,2.95,False,хозяин недвижимости,совмещенный,jazz-квартал,черновая отделка,Алматы
3,130.0,6.0,1.0,125000000,бостандыкский,,2013,3.2,False,хозяин недвижимости,2 с/у и более,солнечная долина,,Алматы
3,100.0,16.0,10.0,87000000,бостандыкский,,2019,2.85,False,хозяин недвижимости,2 с/у и более,riviera,евроремонт,Алматы
3,101.5,16.0,6.0,66000000,бостандыкский,,2020,2.85,False,хозяин недвижимости,2 с/у и более,riviera,черновая отделка,Алматы
3,110.0,18.0,14.0,65000000,ауэзовский,,2014,3.2,False,специалист,,спутник,,Алматы
2,40.8,4.0,3.0,30500000,алмалинский,,1966,,False,специалист,совмещенный,,,Алматы
2,38.3,12.0,6.0,37400000,бостандыкский,,2020,2.75,False,специалист,совмещенный,акварель,евроремонт,Алматы
4,136.0,9.0,1.0,102000000,бостандыкский,,2008,3.0,False,специалист,2 с/у и более,аль-фараби,,Алматы
3,70.0,5.0,1.0,34990000,бостандыкский,,1985,,False,специалист,совмещенный,,требует ремонта,Алматы
2,110.0,16.0,2.0,35000000,наурызбайский,,2012,2.8,False,хозяин недвижимости,совмещенный,премьера,,Алматы
4,111.0,7.0,7.0,100000000,ауэзовский,,2020,3.0,False,хозяин недвижимости,2 с/у и более,moskva,дргуой ремонт,Алматы
2,71.0,16.0,9.0,68000000,бостандыкский,,2022,2.85,False,хозяин недвижимости,совмещенный,riviera,свежий ремонт,Алматы
2,49.0,16.0,3.0,40800000,бостандыкский,,2011,2.8,False,специалист,раздельный,толе би тау,,Алматы
3,119.0,14.0,4.0,90000000,медеуский,,2004,3.0,False,специалист,2 с/у и более,,требует ремонта,Алматы
2,79.4,16.0,13.0,50000000,бостандыкский,,2020,2.85,False,специалист,2 с/у и более,riviera,черновая отделка,Алматы
1,47.0,12.0,7.0,30800000,,,2024,3.0,False,хозяин недвижимости,,,,Алматы
2,56.0,13.0,13.0,38500000,бостандыкский,,2023,3.0,False,специалист,совмещенный,union,хороший ремонт,Алматы
3,76.0,5.0,3.0,55000000,ауэзовский,,1999,2.8,False,специалист,раздельный,,,Алматы
1,45.0,9.0,7.0,30000000,турксибский,,2017,,False,хозяин недвижимости,,,,Алматы
2,47.1,18.0,12.0,33000000,ауэзовский,,2023,3.0,False,хозяин недвижимости,,everest,,Алматы
1,39.0,16.0,13.0,21000000,алатауский,,2019,2.7,False,специалист,2 с/у и более,алмалы,,Алматы
4,98.0,5.0,1.0,62000000,турксибский,,2016,2.8,False,хозяин недвижимости,раздельный,,,Алматы
4,124.0,5.0,1.0,140000000,медеуский,,1994,,False,специалист,раздельный,,,Алматы
1,29.6,4.0,1.0,38000000,алмалинский,,1962,,False,хозяин недвижимости,,,,Алматы
3,73.0,9.0,6.0,37000000,жетысуский,,2008,2.7,False,специалист,раздельный,,,Алматы
1,18.3,9.0,7.0,17500000,алмалинский,,2014,2.7,False,специалист,совмещенный,,,Алматы
3,63.0,4.0,2.0,48000000,бостандыкский,,1972,,False,хозяин недвижимости,раздельный,,,Алматы
3,97.0,12.0,4.0,84500000,бостандыкский,,2019,3.0,False,специалист,совмещенный,,,Алматы
3,61.7,2.0,1.0,28500000,бостандыкский,,1958,2.7,False,специалист,,,дргуой ремонт,Алматы
2,42.7,5.0,3.0,24500000,бостандыкский,,1976,,False,новостройка,,,,Алматы
1,37.0,12.0,11.0,19500000,алатауский,,2019,2.7,False,специалист,совмещенный,алмалы,,Алматы
3,71.0,12.0,10.0,33500000,алатауский,,2020,2.75,False,специалист,раздельный,alatau city,,Алматы
1,39.0,16.0,13.0,21000000,алатауский,,2019,2.7,False,специалист,2 с/у и более,алмалы,,Алматы
3,62.0,5.0,5.0,37000000,алмалинский,,1986,2.7,False,хозяин недвижимости,раздельный,,требует ремонта,Алматы
2,46.7,4.0,2.0,32000000,бостандыкский,,1974,2.85,False,хозяин недвижимости,раздельный,,,Алматы
1,30.0,4.0,3.0,19000000,ауэзовский,,1962,2.8,False,специалист,совмещенный,,дргуой ремонт,Алматы
1,33.0,10.0,4.0,20000000,ауэзовский,,2022,2.8,False,специалист,совмещенный,city plus,,Алматы
2,62.0,9.0,8.0,39500000,бостандыкский,,1987,2.8,False,специалист,раздельный,,,Алматы
4,182.7,3.0,1.0,200970000,бостандыкский,,2018,3.2,False,новостройка,,посольский,черновая отделка,Алматы
2,67.1,9.0,6.0,35500000,алатауский,,2011,2.6,False,хозяин недвижимости,совмещенный,аккент,,Алматы
3,77.3,16.0,14.0,91000000,бостандыкский,,2019,2.8,False,хозяин недвижимости,2 с/у и более,central esentai residence,,Алматы
3,97.0,9.0,2.0,46000000,наурызбайский,,2023,3.0,False,хозяин недвижимости,2 с/у и более,,черновая отделка,Алматы
1,35.0,4.0,4.0,21500000,алмалинский,,1982,2.7,False,специалист,совмещенный,,,Алматы
2,62.0,9.0,6.0,42500000,ауэзовский,,2004,2.8,False,хозяин недвижимости,раздельный,,,Алматы
3,75.4,9.0,6.0,68000000,медеуский,,1992,2.8,False,специалист,совмещенный,,,Алматы
1,39.0,5.0,2.0,17500000,алатауский,,2024,3.0,False,хозяин недвижимости,,titul town,предчистовая отделка,Алматы
3,79.0,5.0,4.0,38500000,алатауский,,2013,,False,хозяин недвижимости,2 с/у и более,,,Алматы
3,75.0,9.0,7.0,37000000,,,2007,2.7,False,специалист,раздельный,,,Алматы
4,89.0,5.0,3.0,49000000,ауэзовский,,1986,2.8,False,специалист,раздельный,,дргуой ремонт,Алматы
1,36.0,9.0,9.0,23000000,медеуский,,2020,2.75,False,специалист,совмещенный,,,Алматы
1,37.0,12.0,11.0,19500000,алатауский,,2019,2.7,False,специалист,совмещенный,алмалы,,Алматы
3,94.0,21.0,8.0,129000000,бостандыкский,,2023,3.0,False,хозяин недвижимости,2 с/у и более,primavera,дизайнерский ремонт,Алматы
2,38.3,12.0,6.0,37400000,бостандыкский,,2020,2.74,False,специалист,совмещенный,акварель,,Алматы
2,42.0,5.0,2.0,44500000,бостандыкский,,1975,2.5,False,хозяин недвижимости,совмещенный,,евроремонт,Алматы
3,63.8,6.0,2.0,55500000,алмалинский,,1982,2.8,False,специалист,раздельный,,,Алматы
4,126.0,10.0,3.0,101000000,бостандыкский,,2012,3.0,False,специалист,совмещенный,,,Алматы
2,52.0,6.0,1.0,32000000,наурызбайский,,2022,2.7,False,хозяин недвижимости,раздельный,alma city,,Алматы
3,60.8,5.0,4.0,33500000,ауэзовский,,1980,2.7,False,специалист,совмещенный,,,Алматы
4,87.2,12.0,5.0,50000000,алмалинский,,1988,2.7,False,специалист,раздельный,,,Алматы
2,65.0,10.0,4.0,40500000,ауэзовский,,2015,2.7,False,специалист,совмещенный,,,Алматы
2,39.3,4.0,1.0,25500000,бостандыкский,,1960,2.7,False,специалист,совмещенный,,,Алматы
2,58.6,16.0,5.0,37500000,ауэзовский,,2024,3.0,False,специалист,,everest,,Алматы
1,44.0,20.0,6.0,48000000,бостандыкский,,2023,3.0,False,специалист,совмещенный,комфорт сити,,Алматы
1,34.0,5.0,4.0,24500000,алмалинский,,1977,,False,специалист,совмещенный,,,Алматы
1,37.0,12.0,11.0,19500000,алатауский,,2019,2.7,False,специалист,,алмалы,,Алматы
1,16.9,5.0,2.0,12500000,алмалинский,,1976,,False,хозяин недвижимости,совмещенный,,,Алматы
4,120.0,16.0,11.0,89000000,бостандыкский,,2020,2.95,False,специалист,2 с/у и более,jazz-квартал,,Алматы
1,23.0,3.0,2.0,13500000,жетысуский,,1980,2.8,False,специалист,совмещенный,,,Алматы
1,15.0,4.0,1.0,10500000,ауэзовский,,1980,2.8,False,хозяин недвижимости,совмещенный,,дргуой ремонт,Алматы
2,85.0,,14.0,130000000,бостандыкский,,2021,3.0,False,хозяин недвижимости,2 с/у и более,4you,дргуой ремонт,Алматы
2,69.0,16.0,12.0,35000000,алатауский,,2010,2.6,False,хозяин недвижимости,совмещенный,,,Алматы
1,39.0,16.0,13.0,21000000,алатауский,,2019,2.7,False,специалист,совмещенный,алмалы,,Алматы
4,75.0,13.0,1.0,45000000,алмалинский,,2020,3.0,False,специалист,раздельный,12 месяцев,,Алматы
1,40.0,9.0,8.0,25500000,ауэзовский,,2000,,False,специалист,,,,Алматы
1,32.0,4.0,1.0,19700000,ауэзовский,,1975,,False,специалист,совмещенный,,,Алматы
3,91.5,20.0,12.0,51000000,алмалинский,,2007,2.8,False,специалист,раздельный,манхеттан (29 квартал),,Алматы
3,91.4,20.0,12.0,51000000,алмалинский,,2007,2.8,False,специалист,совмещенный,манхеттан (29 квартал),,Алматы
2,47.0,7.0,3.0,19000000,турксибский,,2024,,False,хозяин недвижимости,раздельный,tamarix,черновая отделка,Алматы
2,46.2,7.0,4.0,21000000,турксибский,,2024,2.7,False,хозяин недвижимости,раздельный,tamarix,черновая отделка,Алматы
2,57.0,5.0,2.0,35000000,турксибский,,2020,3.0,False,специалист,совмещенный,,качественный ремонт,Алматы
2,106.0,7.0,3.0,124000000,медеуский,,2018,3.3,False,специалист,,ile de france,,Алматы
1,33.0,5.0,4.0,21000000,ауэзовский,,1975,,False,специалист,совмещенный,,,Алматы
2,73.0,16.0,14.0,57000000,бостандыкский,,2019,2.85,False,специалист,2 с/у и более,riviera,после ремонта,Алматы
3,85.0,12.0,3.0,61000000,бостандыкский,,2019,2.74,False,специалист,2 с/у и более,акварель,евроремонт,Алматы
1,30.0,10.0,8.0,18000000,алатауский,,2020,,False,специалист,совмещенный,,,Алматы
3,83.0,18.0,15.0,50000000,алмалинский,,2011,,False,хозяин недвижимости,2 с/у и более,алтын булак,,Алматы
2,50.0,9.0,4.0,31000000,жетысуский,,2008,2.8,False,хозяин недвижимости,совмещенный,,дргуой ремонт,Алматы
1,23.0,9.0,1.0,12000000,наурызбайский,,1989,3.0,False,хозяин недвижимости,раздельный,,,Алматы
5,260.0,3.0,3.0,256000000,,,2023,3.1,False,специалист,,elite life,черновая отделка,Алматы
2,39.0,12.0,7.0,37800000,бостандыкский,,2020,2.74,False,специалист,совмещенный,акварель,дргуой ремонт,Алматы
3,80.0,9.0,7.0,63000000,медеуский,,2020,,False,специалист,2 с/у и более,,дизайнерский ремонт,Алматы
3,62.1,4.0,2.0,40000000,бостандыкский,,1972,,False,хозяин недвижимости,,,,Алматы
2,47.7,3.0,1.0,40000000,алмалинский,,1952,3.0,False,специалист,раздельный,,требует ремонта,Алматы
3,60.0,4.0,1.0,36500000,ауэзовский,,1965,2.7,False,специалист,совмещенный,,дргуой ремонт,Алматы
3,123.0,5.0,1.0,125000000,бостандыкский,,2013,3.2,False,специалист,2 с/у и более,солнечная долина,,Алматы
2,45.0,4.0,3.0,29000000,бостандыкский,,1971,2.6,False,хозяин недвижимости,раздельный,,требует ремонта,Алматы
3,62.0,4.0,1.0,24000000,турксибский,,1970,,False,специалист,раздельный,,,Алматы
3,120.0,17.0,9.0,54000000,ауэзовский,,2016,,False,специалист,раздельный,,,Алматы
2,50.2,5.0,4.0,25000000,турксибский,,1985,,False,специалист,,,,Алматы
3,80.0,12.0,11.0,65500000,алмалинский,,1993,,False,специалист,2 с/у и более,,,Алматы
3,50.2,10.0,7.0,25000000,наурызбайский,,2020,2.7,False,специалист,совмещенный,alma city,,Алматы
1,31.0,5.0,1.0,22000000,бостандыкский,,1976,,False,специалист,совмещенный,,требует ремонта,Алматы
1,33.0,5.0,4.0,20000000,ауэзовский,,1976,,False,специалист,совмещенный,,,Алматы
3,92.0,9.0,1.0,43000000,жетысуский,,2006,,False,специалист,,,,Алматы
4,145.0,9.0,7.0,135000000,бостандыкский,,2019,3.3,False,специалист,2 с/у и более,сакура,,Алматы
3,50.5,4.0,1.0,31500000,бостандыкский,,1973,2.7,False,специалист,совмещенный,,,Алматы
2,59.0,6.0,4.0,30500000,медеуский,,2020,,False,специалист,совмещенный,,,Алматы
4,180.0,,,145000000,,,2018,3.0,False,специалист,2 с/у и более,,,Алматы
1,45.2,20.0,6.0,28999999,алмалинский,,2011,2.8,False,специалист,совмещенный,манхеттан (29 квартал),,Алматы
2,60.0,12.0,2.0,34500000,алатауский,,2020,2.75,False,специалист,раздельный,alatau city,,Алматы
1,53.0,9.0,7.0,36000000,ауэзовский,,2014,,False,специалист,совмещенный,современный,,Алматы
6,285.0,5.0,4.0,284999995,медеуский,,2018,3.0,False,специалист,2 с/у и более,европолис,,Алматы
3,52.2,5.0,3.0,29000000,алатауский,,1985,,False,специалист,раздельный,,,Алматы
3,70.0,12.0,10.0,60000000,бостандыкский,,2018,3.0,False,специалист,раздельный,element,,Алматы
3,114.0,10.0,4.0,85000000,,,2019,2.7,False,специалист,,,,Алматы
3,120.0,13.0,7.0,50500000,алмалинский,,2016,2.7,False,специалист,раздельный,жайлы,,Алматы
3,145.0,13.0,12.0,105000000,бостандыкский,,2017,2.8,False,специалист,2 с/у и более,вавилон,,Алматы
2,45.0,15.0,11.0,35000000,алмалинский,,2022,2.7,False,специалист,совмещенный,auezov city,,Алматы
2,70.0,15.0,11.0,62000000,бостандыкский,,2008,3.0,False,специалист,раздельный,куат на ескараева,,Алматы
2,50.0,5.0,4.0,48000000,медеуский,,1967,2.8,False,новостройка,раздельный,,,Алматы
1,22.0,5.0,5.0,12500000,бостандыкский,,1983,2.8,False,хозяин недвижимости,раздельный,,,Алматы
2,45.0,6.0,5.0,26000000,бостандыкский,,2016,2.7,False,специалист,совмещенный,аскар тау,,Алматы
1,40.0,6.0,1.0,19500000,жетысуский,,2008,2.0,False,хозяин недвижимости,совмещенный,,,Алматы
2,41.0,4.0,1.0,27000000,ауэзовский,,1969,,False,хозяин недвижимости,совмещенный,,,Алматы
1,30.0,10.0,8.0,18000000,алатауский,,2020,2.6,False,специалист,совмещенный,аккент,,Алматы
4,124.0,5.0,1.0,140000000,медеуский,,1994,,False,специалист,раздельный,,,Алматы
3,80.0,9.0,6.0,45500000,ауэзовский,,2005,2.85,False,специалист,раздельный,,,Алматы
2,63.1,14.0,12.0,85000000,алмалинский,,2018,3.0,False,хозяин недвижимости,совмещенный,legenda,дргуой ремонт,Алматы
1,41.0,5.0,5.0,26000000,бостандыкский,,2016,2.7,False,специалист,совмещенный,аскар тау,,Алматы
2,100.0,,3.0,80000000,бостандыкский,,2010,3.0,False,специалист,,нурлы тау,,Алматы
3,120.0,6.0,5.0,120000000,бостандыкский,,2009,3.3,False,специалист,2 с/у и более,байсал,,Алматы
2,53.0,10.0,6.0,34500000,бостандыкский,,2012,2.9,False,специалист,раздельный,хан-тенгри,,Алматы
7,250.0,13.0,7.0,188000000,медеуский,,2010,3.0,False,специалист,2 с/у и более,самал делюкс,,Алматы
2,44.0,5.0,1.0,31000000,бостандыкский,,1976,,False,специалист,совмещенный,,,Алматы
1,18.9,2.0,1.0,12500000,турксибский,,1959,2.8,False,хозяин недвижимости,раздельный,,,Алматы
3,82.0,9.0,4.0,51000000,бостандыкский,,2015,3.0,False,специалист,,аль-фараби,,Алматы
3,95.0,13.0,6.0,78500000,бостандыкский,,2016,2.85,False,специалист,2 с/у и более,сезам,,Алматы
1,36.0,,4.0,28000000,алмалинский,,1980,,False,специалист,,,,Алматы
1,25.0,2.0,1.0,12500000,жетысуский,,1960,3.0,False,хозяин недвижимости,раздельный,,после ремонта,Алматы
4,135.0,9.0,8.0,113000000,бостандыкский,,2008,3.0,False,хозяин недвижимости,2 с/у и более,,,Алматы
3,126.0,7.0,4.0,132000000,бостандыкский,,2008,3.0,False,хозяин недвижимости,2 с/у и более,солнечная долина,,Алматы
1,40.0,14.0,3.0,25000000,алатауский,,2016,2.8,False,хозяин недвижимости,совмещенный,,,Алматы
3,63.2,4.0,1.0,39000000,ауэзовский,,1967,2.7,False,хозяин недвижимости,совмещенный,,дргуой ремонт,Алматы
1,37.0,12.0,11.0,19500000,алатауский,,2019,2.7,False,специалист,,алмалы,,Алматы
3,60.0,5.0,1.0,40500000,бостандыкский,,1980,,False,специалист,совмещенный,,,Алматы
2,58.7,12.0,2.0,35000000,алатауский,,2020,2.75,False,специалист,раздельный,alatau city,,Алматы
3,64.0,15.0,14.0,63000000,алмалинский,,2020,3.0,False,специалист,2 с/у и более,legenda,требует ремонта,Алматы
1,45.8,12.0,12.0,35500000,бостандыкский,,2016,2.8,False,специалист,,бай–тал,,Алматы
4,150.0,3.0,2.0,220000000,медеуский,,2019,3.6,False,специалист,2 с/у и более,silverwood,,Алматы
5,436.0,3.0,1.0,445000000,медеуский,,2019,3.6,False,специалист,2 с/у и более,silverwood,,Алматы
2,73.0,3.0,3.0,73000000,медеуский,,2019,3.6,False,специалист,,silverwood,черновая отделка,Алматы
2,61.0,3.0,3.0,90000000,медеуский,,2019,3.6,False,специалист,совмещенный,silverwood,дргуой ремонт,Алматы
6,463.0,3.0,3.0,926000000,медеуский,,2023,3.3,False,специалист,2 с/у и более,exclusive юбилейный,черновая отделка,Алматы
3,61.4,5.0,5.0,39000000,алмалинский,,1977,,False,специалист,раздельный,,,Алматы
3,125.0,21.0,20.0,110000000,медеуский,,2016,3.0,False,специалист,совмещенный,afd plaza,,Алматы
2,87.2,16.0,12.0,74000000,алмалинский,,2015,2.7,False,хозяин недвижимости,2 с/у и более,евразия,,Алматы
2,60.0,12.0,12.0,29500000,алатауский,,2017,2.7,False,специалист,совмещенный,алмалы,,Алматы
1,36.7,12.0,6.0,22500000,алатауский,,2018,2.8,False,хозяин недвижимости,совмещенный,,,Алматы
6,260.0,3.0,3.0,400000000,бостандыкский,,2018,3.25,False,специалист,2 с/у и более,esentai city,черновая отделка,Алматы
3,93.0,21.0,10.0,137000000,медеуский,,2024,3.0,False,специалист,2 с/у и более,al’farabi 27,,Алматы
2,64.0,9.0,6.0,29000000,алатауский,,2011,2.6,False,специалист,совмещенный,аккент,,Алматы
3,70.0,5.0,1.0,42500000,ауэзовский,,1987,,False,специалист,раздельный,,,Алматы
2,52.5,5.0,4.0,43000000,ауэзовский,,1992,2.7,False,хозяин недвижимости,раздельный,,,Алматы
2,39.0,16.0,13.0,21000000,алатауский,,2019,2.7,False,специалист,,алмалы,,Алматы
1,40.0,5.0,4.0,21900000,алатауский,,2012,2.8,False,хозяин недвижимости,,,,Алматы
2,60.0,12.0,12.0,31000000,алатауский,,2018,2.7,False,специалист,совмещенный,алмалы,,Алматы
5,281.0,6.0,6.0,260000000,бостандыкский,,2009,3.0,False,специалист,2 с/у и более,ак бота,,Алматы
2,49.2,13.0,10.0,40500000,алмалинский,,2023,2.7,False,хозяин недвижимости,,nomad 2,дргуой ремонт,Алматы
2,52.0,9.0,3.0,30000000,турксибский,,1988,,False,хозяин недвижимости,раздельный,,,Алматы
2,63.0,19.0,9.0,33000000,алмалинский,,2012,2.8,False,специалист,совмещенный,алтын булак,,Алматы
2,63.85,13.0,11.0,36500000,бостандыкский,,2024,3.0,False,хозяин недвижимости,,four seasons,черновая отделка,Алматы
3,57.0,4.0,1.0,30800000,ауэзовский,,1967,,False,специалист,совмещенный,,,Алматы
3,113.2,,,73500000,ауэзовский,,2019,2.7,False,специалист,2 с/у и более,алтынсарин,,Алматы
1,33.0,5.0,2.0,22500000,алмалинский,,1977,,False,специалист,,,,Алматы
1,35.0,4.0,4.0,28000000,медеуский,,1972,,False,специалист,совмещенный,,,Алматы
2,71.0,12.0,5.0,58000000,медеуский,,2015,3.0,False,специалист,2 с/у и более,,,Алматы
3,116.38,12.0,8.0,102000000,бостандыкский,,2023,3.0,False,специалист,2 с/у и более,4you,,Алматы
2,68.0,9.0,8.0,35000000,алатауский,,2014,2.7,False,хозяин недвижимости,совмещенный,,,Алматы
3,65.0,13.0,6.0,47000000,алмалинский,,2021,2.8,False,хозяин недвижимости,совмещенный,12 месяцев,,Алматы
3,67.0,5.0,3.0,53500000,алмалинский,,1985,,False,специалист,раздельный,,,Алматы
1,56.19,13.0,12.0,30500000,ауэзовский,,2024,3.0,False,хозяин недвижимости,,new life,,Алматы
4,164.8,3.0,2.0,185000000,медеуский,,2021,3.0,False,специалист,2 с/у и более,la era de aquarius,,Алматы
3,112.1,12.0,7.0,115000000,медеуский,,2015,3.0,False,специалист,2 с/у и более,central park residence,,Алматы
3,124.5,7.0,3.0,150000000,медеуский,,2009,4.0,False,специалист,2 с/у и более,максима резидентс,,Алматы
2,56.5,13.0,9.0,46800000,алмалинский,,2023,2.7,False,хозяин недвижимости,2 с/у и более,nomad 2,евроремонт,Алматы
3,96.2,7.0,7.0,103896000,медеуский,,2017,3.8,False,специалист,,тау шатыр,,Алматы
4,180.0,6.0,1.0,195000000,бостандыкский,,2013,3.0,False,специалист,2 с/у и более,тан нуры,дизайнерский ремонт,Алматы
3,90.0,4.0,1.0,80000000,наурызбайский,,2022,3.2,False,хозяин недвижимости,2 с/у и более,alatau golf residences,,Алматы
2,66.0,14.0,5.0,66000000,бостандыкский,,2019,,False,специалист,совмещенный,,,Алматы
1,31.0,5.0,2.0,22000000,медеуский,,1973,2.7,False,специалист,,,требует ремонта,Алматы
5,230.0,3.0,1.0,220000000,медеуский,,2021,3.2,False,специалист,2 с/у и более,hill town almaty,дизайнерский ремонт,Алматы
1,40.0,5.0,4.0,21000000,ауэзовский,,1983,2.7,False,специалист,раздельный,,,Алматы
1,30.9,4.0,4.0,23500000,ауэзовский,,1969,2.6,False,хозяин недвижимости,совмещенный,,после ремонта,Алматы
3,111.0,5.0,1.0,125000000,медеуский,,1971,,False,хозяин недвижимости,совмещенный,,,Алматы
3,120.8,7.0,3.0,250000000,медеуский,,2017,3.2,False,хозяин недвижимости,2 с/у и более,dostyk residence,дргуой ремонт,Алматы
2,74.0,16.0,4.0,26500000,наурызбайский,,2014,2.8,False,специалист,совмещенный,премьера,,Алматы
1,33.0,5.0,1.0,21500000,алмалинский,,1976,,False,специалист,,,,Алматы
3,61.0,5.0,4.0,41500000,бостандыкский,,1976,2.7,False,хозяин недвижимости,раздельный,,,Алматы
2,46.0,4.0,3.0,22000000,ауэзовский,,1964,2.5,False,специалист,совмещенный,,,Алматы
1,64.0,16.0,8.0,22800000,наурызбайский,,2014,2.8,False,специалист,совмещенный,премьера,,Алматы
3,105.0,16.0,6.0,80000000,бостандыкский,,2019,2.85,False,специалист,2 с/у и более,riviera,качественный ремонт,Алматы
3,75.0,9.0,9.0,45000000,алмалинский,,1993,,False,специалист,раздельный,,,Алматы
2,54.0,13.0,6.0,34500000,алмалинский,,2020,3.0,False,специалист,совмещенный,12 месяцев,,Алматы
