numrooms,sqauremeters,levels_on_building,level,price,distrcit,microdistrict,street,builtyear,ceilinghight,seller,bathroomtype,repaired
2,62.3,nan,nan,40370400,алатауский,nan,райымбека — суюнбая,2024,3.0,Новостройка ЖК «RAMS SAIAHAT» от застройщика «Рамс Казахстан»,совмещенный,nan
1,96.58,nan,nan,106238000,медеуский,nan,жамакаева 254,2024,3.0,Новостройка ЖК «на Жамакаева» от застройщика «Atrix Group»,совмещенный,nan
3,86.0,5,4,50000000,турксибский,мкр №11 17,nan,1986,3.0,Хозяин недвижимости,2 с/у и более,дргуой ремонт
3,93.2,nan,nan,98419200,турксибский,nan,проспект аль-фараби 144,2017,2.8,Новостройка ЖК «Горное Солнце» от застройщика «Таулы Аспан ЖСК»,2 с/у и более,nan
2,55.0,9,6,23500000,наурызбайский,мкр шугыла,nan,2023,2.7,Хозяин недвижимости,совмещенный,черновая отделка
3,109.7,4,4,110000000,алмалинский,nan,омаровой 25/1 — пр.достык,2019,4.5,Специалист,2 с/у и более,nan
3,175.8,13,11,99000000,алатауский,nan,варламова,2012,nan,Специалист,2 с/у и более,дргуой ремонт
3,107.8,nan,nan,75460000,алмалинский,nan,жандосова 94а,2023,2.7,Новостройка ЖК «RAMS CITY» от застройщика «Рамс Казахстан»,раздельный,nan
2,65.0,10,3,30500000,наурызбайский,мкр шугыла,nan,2022,2.7,Крыша Агент,совмещенный,nan
1,40.0,5,4,20500000,бостандыкский,мкр саялы 115,nan,2017,2.8,Крыша Агент,совмещенный,nan
4,131.5,nan,nan,131500000,медеуский,nan,аль-фараби 116/1,2024,3.3,Новостройка ЖК «Aspen» от застройщика «MDI Construction»,2 с/у и более,nan
4,82.0,5,2,52500000,алатауский,nan,жандосова — розыбакиева,1989,nan,Хозяин недвижимости,раздельный,nan
1,59.2,nan,nan,56240000,жетысуский,nan,карасай батыра 119/95,2021,3.0,Новостройка ЖК «Qarasai Park» от застройщика «ТОО KazBuild Development»,совмещенный,nan
1,65.9,nan,nan,56015000,nan,nan,оспанова 83/36,2025,3.3,Новостройка ЖК «Vendome» от застройщика «ТОО AKSU Group LTD»,совмещенный,nan
2,81.6,nan,nan,81192000,жетысуский,nan,аль-фараби 41,2024,3.0,Новостройка ЖК «Metropole» от застройщика «BAZIS–А»,совмещенный,nan
1,29.0,9,9,14900000,медеуский,nan,раимбека 275,2023,2.85,Крыша Агент,совмещенный,nan
1,43.0,5,5,23500000,ауэзовский,мкр айнабулак-1 — рядом почта,nan,1983,2.8,Крыша Агент,раздельный,nan
2,48.0,nan,9,38500000,бостандыкский,nan,баишева,2021,nan,Крыша Агент,совмещенный,nan
3,101.0,6,5,49000000,наурызбайский,мкр шугыла,nan,2022,nan,Крыша Агент,раздельный,евроремонт
2,57.0,10,2,27500000,медеуский,мкр шугыла,nan,2021,2.7,Крыша Агент,совмещенный,nan
2,66.6,7,6,27999990,алмалинский,мкр акбулак,nan,2023,nan,Крыша Агент,2 с/у и более,черновая отделка
3,93.0,9,4,68000000,бостандыкский,мкр думан-2 57/2,nan,2023,2.9,Крыша Агент,2 с/у и более,nan
3,81.7,13,10,46500000,наурызбайский,nan,просп. назарбаева — райымбека,2022,2.75,Крыша Агент,совмещенный,nan
3,75.0,9,8,63600000,алатауский,nan,аль-фараби,1990,2.8,Хозяин недвижимости,совмещенный,nan
2,44.0,4,2,27000000,бостандыкский,мкр №10,nan,1975,2.7,Хозяин недвижимости,раздельный,nan
1,31.0,3,3,28500000,бостандыкский,nan,ауезова 136 — тимирязева,1961,nan,Хозяин недвижимости,совмещенный,nan
1,22.0,4,4,13800000,алмалинский,мкр таугуль-1,nan,1979,nan,Хозяин недвижимости,совмещенный,nan
3,60.0,4,1,37000000,медеуский,мкр №9,nan,1968,2.6,Специалист,совмещенный,nan
3,65.0,5,4,52000000,бостандыкский,мкр алмагуль — возле цона,nan,1985,2.0,Крыша Агент,совмещенный,nan
2,50.0,6,3,40000000,nan,мкр шугыла,nan,2022,2.7,Хозяин недвижимости,совмещенный,nan
2,71.36,nan,nan,63153600,жетысуский,nan,манаса 109а,2025,3.0,Новостройка ЖК «Legenda» от застройщика «BAZIS–А»,совмещенный,nan
3,105.16,nan,nan,79921600,медеуский,nan,аскарова — саина,2024,3.0,Новостройка ЖК «Apple Residence» от застройщика «Барыс строй 2001»,совмещенный,nan
4,125.0,nan,nan,142000000,наурызбайский,мкр коктобе,nan,2023,3.0,Новостройка ЖК «Koktobe city» от застройщика «Kusto Home»,2 с/у и более,nan
2,63.0,9,7,37000000,наурызбайский,мкр акбулак,nan,2010,2.7,Крыша Агент,nan,nan
2,62.0,3,2,26000000,алатауский,мкр акжар,nan,2023,2.8,Крыша Агент,раздельный,черновая отделка
2,56.1,9,6,45000000,медеуский,мкр мамыр-4 302,nan,2006,nan,Крыша Агент,раздельный,nan
2,43.0,10,8,29400000,nan,nan,сейфуллина — 1 вокзал,2021,2.7,Крыша Агент,совмещенный,nan
2,65.57,10,6,32500000,бостандыкский,nan,жунисова 14/6,2020,2.72,Крыша Агент,совмещенный,nan
2,74.0,19,8,45000000,ауэзовский,nan,брусиловского 167,2012,2.8,Крыша Агент,2 с/у и более,nan
2,52.9,9,7,32000000,бостандыкский,мкр кайрат,nan,2022,2.7,Крыша Агент,раздельный,nan
2,63.0,13,4,48500000,ауэзовский,nan,проспект назарбаева — проспект райымбека,2022,2.8,Крыша Агент,совмещенный,свежий ремонт
3,73.04,nan,nan,93491200,ауэзовский,nan,минина,2024,3.0,Новостройка ЖК «Boulevard Residence» от застройщика «BI Group»,2 с/у и более,nan
1,39.37,nan,nan,30314900,бостандыкский,nan,жандосова — розыбакиева,2025,3.0,Новостройка ЖК «Tumar» от застройщика «Корпорация ВЕК»,совмещенный,nan
3,63.0,5,1,35000000,наурызбайский,nan,чайковского 32 — маметова,1972,nan,Хозяин недвижимости,раздельный,nan
3,63.0,5,5,44000000,алмалинский,nan,карасай батыра 178 — ауэзова,1978,2.65,Хозяин недвижимости,совмещенный,капитальный ремонт
4,143.0,9,4,135700000,ауэзовский,nan,пр. гагарина 245,2023,3.0,Хозяин недвижимости,2 с/у и более,черновая отделка
3,54.0,4,3,45000000,медеуский,nan,тимирязева 57в,1961,2.6,Хозяин недвижимости,совмещенный,nan
2,43.0,4,3,26400000,алатауский,мкр №10 9 — абая правды алтынсарина,nan,1967,2.8,Хозяин недвижимости,совмещенный,nan
3,81.0,3,3,34000000,наурызбайский,мкр таусамалы,nan,2016,nan,Крыша Агент,совмещенный,nan
1,40.3,10,10,38500000,ауэзовский,nan,тургут озала 261 — адк,2019,2.85,Крыша Агент,совмещенный,nan
2,60.0,10,5,30000000,nan,nan,алтынорда,2022,2.8,Крыша Агент,совмещенный,дргуой ремонт
1,64.2,16,8,28000000,nan,мкр шугыла,nan,2012,2.8,Крыша Агент,совмещенный,капитальный ремонт
3,92.0,3,2,78000000,алмалинский,nan,герольда бельгера 1б,2022,3.2,Крыша Агент,2 с/у и более,nan
2,42.0,5,3,22000000,турксибский,мкр шугыла — дала,nan,2021,nan,Крыша Агент,совмещенный,nan
1,34.0,5,1,27900000,жетысуский,мкр алмагуль — дунаевского,nan,1981,2.8,Специалист,совмещенный,nan
3,72.0,5,3,44000000,nan,nan,утеген батыра 88,1978,2.9,Хозяин недвижимости,раздельный,nan
5,125.0,4,2,115100000,бостандыкский,nan,проспект аль-фараби — ходжанова,1986,nan,Хозяин недвижимости,2 с/у и более,nan
3,80.0,8,3,61999999,алмалинский,nan,мукагали макатаева 53 — валиханова,1974,2.85,Хозяин недвижимости,совмещенный,nan
2,63.1,4,3,59000000,алмалинский,nan,омаровой 25/1 — пр.достык - ул.омаровой,2019,3.3,Специалист,совмещенный,качественный ремонт
3,60.7,4,1,39000000,бостандыкский,мкр коктем-3 8 — бульвар мусрепова,nan,1971,nan,Специалист,nan,nan
1,17.0,4,2,12500000,бостандыкский,nan,жандосова 61б,1964,nan,Специалист,совмещенный,после ремонта
3,80.0,12,3,73500000,ауэзовский,мкр жетысу-1 28а,nan,2019,2.7,Крыша Агент,2 с/у и более,nan
1,46.1,4,4,21900000,наурызбайский,мкр зердели (алгабас-6),nan,2014,nan,Крыша Агент,nan,дргуой ремонт
4,75.0,5,5,48500000,бостандыкский,мкр орбита-3 22,nan,1975,2.5,Хозяин недвижимости,раздельный,nan
1,42.5,nan,nan,42500000,наурызбайский,nan,аль-фараби 116/1,2024,3.3,Новостройка ЖК «Aspen» от застройщика «MDI Construction»,совмещенный,nan
