numrooms,squaremeters,numberoffloors,floor,price,district,street,builtyear,ceilinghight,isnewbuilding,seller,bathroomtype,residentialcomplex,repaired,city
2,60.0,19.0,18.0,30000000,,,2015,3.0,False,хозяин недвижимости,совмещенный,millennium park,,Астана
3,93.0,10.0,1.0,41900000,есильский,,2018,2.7,False,хозяин недвижимости,,арман кала,,Астана
2,68.1,9.0,5.0,36000000,алматинский,,2023,2.75,False,хозяин недвижимости,2 с/у и более,grand victoria,хороший ремонт,Астана
3,108.0,14.0,9.0,47500000,алматинский,,2007,2.7,False,специалист,,тараз,,Астана
2,50.0,12.0,4.0,18500000,сарыаркинский,,2008,2.0,False,хозяин недвижимости,,окжетпес,,Астана
3,77.4,7.0,6.0,46000000,есильский,,2023,3.0,False,крыша агент,2 с/у и более,soho,черновая отделка,Астана
1,26.1,5.0,2.0,12700000,,,1980,2.5,False,хозяин недвижимости,совмещенный,,,Астана
3,105.0,14.0,10.0,41000000,алматинский,,2010,2.7,False,хозяин недвижимости,2 с/у и более,жасыл ел,,Астана
2,79.05,,,45216600,есильский,,2024,3.3,True,новостройка,совмещенный,altyn adam,,Астана
2,50.4,5.0,5.0,18500000,алматинский,,1989,2.7,False,хозяин недвижимости,раздельный,,,Астана
1,45.5,,,20930000,алматинский,,2023,3.0,True,новостройка,совмещенный,inju ansar,,Астана
1,44.0,9.0,7.0,15500000,алматинский,,2024,2.75,False,крыша агент,совмещенный,,черновая отделка,Астана
4,130.48,,,71753000,есильский,,2023,3.0,True,новостройка,2 с/у и более,greenline.aqua,,Астана
3,90.5,,,48146000,есильский,,2023,3.0,True,новостройка,2 с/у и более,grand turan,,Астана
3,81.86,,,40930000,есильский,,2025,3.0,True,новостройка,2 с/у и более,capital park. emotions,,Астана
2,46.85,,,28719050,есильский,,2025,3.0,True,новостройка,совмещенный,capital park. emotions,,Астана
5,165.0,9.0,4.0,69500000,есильский,,2011,3.0,False,хозяин недвижимости,2 с/у и более,астана жулдызы,требует ремонта,Астана
2,45.5,19.0,4.0,30000000,алматинский,,2017,2.7,False,хозяин недвижимости,совмещенный,millennium park,,Астана
1,30.0,9.0,9.0,12900000,сарыаркинский,,2020,2.7,False,хозяин недвижимости,совмещенный,,,Астана
3,95.0,9.0,8.0,75000000,есильский,,2022,3.0,False,хозяин недвижимости,,sclub,,Астана
2,46.0,9.0,3.0,31500000,есильский,,2022,3.0,False,хозяин недвижимости,совмещенный,sezim qala.senim,дргуой ремонт,Астана
1,56.0,11.0,7.0,25500000,алматинский,,2007,2.7,False,хозяин недвижимости,совмещенный,тараз,капитальный ремонт,Астана
2,46.5,12.0,10.0,27500000,есильский,,2022,3.0,False,специалист,,grand champion,,Астана
1,31.2,5.0,1.0,12000000,сарыаркинский,,1965,2.5,False,специалист,совмещенный,,,Астана
1,41.0,12.0,7.0,15800000,алматинский,,2024,3.0,False,хозяин недвижимости,,geneva,черновая отделка,Астана
2,59.0,14.0,8.0,35000000,есильский,,2023,2.7,False,хозяин недвижимости,,hazar,,Астана
3,86.2,16.0,2.0,36500000,алматинский,,2006,2.7,False,хозяин недвижимости,2 с/у и более,мирас,,Астана
1,28.0,24.0,12.0,15300000,есильский,,2018,2.7,False,хозяин недвижимости,совмещенный,самрук towers,,Астана
1,35.0,4.0,3.0,15000000,нуринский,,2020,2.7,False,хозяин недвижимости,совмещенный,уркер city,дргуой ремонт,Астана
3,85.0,12.0,5.0,51200000,есильский,,2022,3.0,False,хозяин недвижимости,,sat city,,Астана
2,62.0,14.0,2.0,30900000,есильский,,2020,2.8,False,специалист,,,свежий ремонт,Астана
3,76.2,9.0,6.0,34500000,,,1984,,False,специалист,,,,Астана
3,110.0,1.0,1.0,11000000,байконурский,,1980,2.4,False,хозяин недвижимости,совмещенный,,,Астана
1,48.0,13.0,5.0,18500000,алматинский,,2016,2.7,False,хозяин недвижимости,,аспан,,Астана
1,40.0,9.0,7.0,24900000,есильский,,2020,2.75,False,хозяин недвижимости,совмещенный,adal,,Астана
2,79.0,6.0,5.0,23500000,нуринский,,2007,2.5,False,специалист,,,хороший ремонт,Астана
3,75.0,11.0,9.0,31500000,нуринский,,2020,2.75,False,новостройка,,алтын шар-2,евроремонт,Астана
2,50.0,4.0,3.0,20500000,есильский,,2018,,False,новостройка,совмещенный,,,Астана
2,45.0,5.0,5.0,13500000,сарыаркинский,,1964,2.5,False,хозяин недвижимости,совмещенный,,,Астана
2,80.0,5.0,2.0,30000000,алматинский,,1997,2.8,False,хозяин недвижимости,раздельный,,,Астана
2,48.8,9.0,9.0,23500000,есильский,,2021,3.0,False,хозяин недвижимости,совмещенный,кристалл 2,,Астана
4,55.0,6.0,5.0,17000000,сарыаркинский,,1967,2.6,False,специалист,совмещенный,,,Астана
2,42.0,5.0,2.0,17500000,сарыаркинский,,1967,2.5,False,хозяин недвижимости,совмещенный,,после ремонта,Астана
3,83.0,,,67000000,есильский,,2019,3.5,False,хозяин недвижимости,раздельный,queens,,Астана
3,80.0,9.0,6.0,31500000,алматинский,,2012,2.4,False,хозяин недвижимости,совмещенный,,евроремонт,Астана
1,37.6,,,9776000,сарыаркинский,,2024,2.75,True,новостройка,совмещенный,khan residence,,Астана
3,100.11,,,60066000,есильский,,2023,3.0,True,новостройка,2 с/у и более,landmark,,Астана
4,195.0,8.0,7.0,130000000,нуринский,,2018,4.5,False,хозяин недвижимости,2 с/у и более,триумфальный,,Астана
3,93.0,10.0,9.0,75000000,есильский,,2020,3.0,False,хозяин недвижимости,2 с/у и более,inju arena,дргуой ремонт,Астана
3,61.8,3.0,2.0,21000000,сарыаркинский,,1957,3.0,False,специалист,,,качественный ремонт,Астана
3,57.0,5.0,4.0,19500000,сарыаркинский,,1999,,False,специалист,,,,Астана
1,39.0,5.0,1.0,21000000,алматинский,,2017,2.7,False,хозяин недвижимости,совмещенный,,требует ремонта,Астана
2,53.1,5.0,1.0,21000000,алматинский,,1987,2.7,False,хозяин недвижимости,совмещенный,,,Астана
3,100.0,7.0,6.0,75500000,есильский,,2022,3.0,False,хозяин недвижимости,2 с/у и более,,евроремонт,Астана
1,38.2,10.0,4.0,21000000,алматинский,,2020,,False,хозяин недвижимости,,nur aspan 2,,Астана
3,85.0,14.0,10.0,37500000,есильский,,2010,2.7,False,специалист,раздельный,лазурный квартал,,Астана
2,59.0,12.0,10.0,33000000,есильский,,2021,3.0,False,хозяин недвижимости,совмещенный,sat city,,Астана
3,90.54,,,28900000,нуринский,,2024,3.0,True,новостройка,2 с/у и более,delta,,Астана
2,61.01,,,31603180,есильский,,2025,3.0,True,новостройка,2 с/у и более,capital park. emotions,,Астана
2,70.0,10.0,10.0,27500000,байконурский,,2008,2.8,False,хозяин недвижимости,раздельный,,,Астана
1,39.7,12.0,5.0,23500000,есильский,,2023,3.0,False,хозяин недвижимости,совмещенный,dastur,дргуой ремонт,Астана
3,76.0,9.0,7.0,35800000,нуринский,,2023,3.0,False,крыша агент,,мади,,Астана
3,107.01,,,68486400,есильский,,2023,3.0,True,новостройка,2 с/у и более,istanbul,,Астана
1,34.55,9.0,8.0,20500000,есильский,,2024,2.7,False,специалист,совмещенный,jetisu.aqsu,,Астана
3,84.0,11.0,9.0,41800000,есильский,,2023,2.7,False,хозяин недвижимости,,syganak,,Астана
2,60.0,,,23000000,байконурский,,1994,2.7,False,хозяин недвижимости,раздельный,,свежий ремонт,Астана
1,28.3,5.0,4.0,14400000,нуринский,,2022,2.53,False,хозяин недвижимости,совмещенный,,,Астана
1,47.9,9.0,9.0,22000000,алматинский,,2012,2.7,False,хозяин недвижимости,совмещенный,турсын астана,,Астана
3,61.0,5.0,5.0,16500000,алматинский,,1975,,False,специалист,раздельный,,после ремонта,Астана
2,67.0,18.0,2.0,42500000,нуринский,,2022,2.7,False,хозяин недвижимости,совмещенный,sport towers,,Астана
2,92.3,14.0,12.0,40000000,байконурский,,2010,3.0,False,хозяин недвижимости,,медео,,Астана
2,79.5,11.0,10.0,32000000,байконурский,,2012,2.7,False,хозяин недвижимости,совмещенный,туран,,Астана
3,160.0,13.0,11.0,179900000,есильский,,2006,3.0,False,хозяин недвижимости,2 с/у и более,нурсая,дргуой ремонт,Астана
1,27.0,9.0,5.0,15150000,есильский,,2017,2.8,False,хозяин недвижимости,,absolute,,Астана
2,46.0,5.0,2.0,18950000,сарыаркинский,,1965,2.7,False,хозяин недвижимости,совмещенный,,,Астана
3,100.0,17.0,5.0,45000000,,,2017,3.0,False,хозяин недвижимости,2 с/у и более,,,Астана
3,66.5,23.0,5.0,33999999,,,2018,3.0,False,специалист,,millennium park,,Астана
6,308.8,22.0,19.0,290000000,есильский,,2024,3.0,False,новостройка,,dara residence,черновая отделка,Астана
2,79.2,7.0,2.0,45000000,есильский,,2017,3.0,False,хозяин недвижимости,совмещенный,expo new life,,Астана
2,67.0,16.0,7.0,32000000,алматинский,,2019,3.0,False,хозяин недвижимости,совмещенный,сенатор-2,дргуой ремонт,Астана
3,72.8,15.0,1.0,30500000,алматинский,,2014,2.7,False,хозяин недвижимости,совмещенный,,,Астана
2,60.0,4.0,1.0,24000000,есильский,,2019,2.7,False,хозяин недвижимости,совмещенный,,,Астана
1,37.0,15.0,5.0,16599000,есильский,,2020,2.8,False,специалист,совмещенный,светлый,,Астана
3,69.0,10.0,6.0,28000000,сарыаркинский,,2012,2.5,False,хозяин недвижимости,совмещенный,,дргуой ремонт,Астана
3,90.0,12.0,10.0,59910000,есильский,,2024,3.0,False,хозяин недвижимости,раздельный,zaman,,Астана
1,39.0,15.0,15.0,17000000,байконурский,,2011,2.7,False,хозяин недвижимости,совмещенный,жар-жар,,Астана
1,14.0,5.0,3.0,6500000,алматинский,,1983,2.5,False,хозяин недвижимости,,,дргуой ремонт,Астана
3,92.3,9.0,2.0,62000000,есильский,,2019,3.1,False,хозяин недвижимости,совмещенный,nura esil,,Астана
2,67.5,19.0,6.0,50000000,есильский,,2019,3.0,False,хозяин недвижимости,совмещенный,комфорт de luxe,дргуой ремонт,Астана
2,45.0,9.0,6.0,18000000,,,2005,,False,специалист,,,,Астана
1,37.5,11.0,10.0,21900000,нуринский,,2019,3.0,False,хозяин недвижимости,,manhattan,,Астана
2,71.0,6.0,4.0,26500000,есильский,,2021,2.7,False,крыша агент,раздельный,куршевель,,Астана
2,59.9,14.0,9.0,26000000,есильский,,2023,2.7,False,хозяин недвижимости,2 с/у и более,hazar,черновая отделка,Астана
2,62.0,10.0,9.0,34000000,есильский,,2020,2.8,False,специалист,,айналайын,,Астана
1,40.0,9.0,6.0,17500000,алматинский,,2007,2.7,False,хозяин недвижимости,совмещенный,фиеста,,Астана
1,39.0,15.0,9.0,20000000,алматинский,,2022,3.0,False,хозяин недвижимости,,балкадиша,дргуой ремонт,Астана
2,63.0,9.0,3.0,44000000,есильский,,2020,3.0,False,специалист,,panorama park,,Астана
1,50.96,,,29047200,есильский,,2024,3.0,True,новостройка,совмещенный,capital park.light,,Астана
2,50.0,12.0,9.0,19999990,алматинский,,2012,2.7,False,специалист,совмещенный,туркестан,,Астана
2,56.1,9.0,6.0,22500000,сарыаркинский,,2001,2.74,False,хозяин недвижимости,раздельный,,,Астана
1,37.0,5.0,2.0,15500000,алматинский,,1985,2.7,False,хозяин недвижимости,,,,Астана
1,38.7,8.0,7.0,19500000,алматинский,,2018,2.7,False,хозяин недвижимости,совмещенный,астана сәні,,Астана
4,105.0,12.0,6.0,46000000,есильский,,2012,2.8,False,хозяин недвижимости,2 с/у и более,сармат-1,,Астана
4,114.2,12.0,12.0,43500000,сарыаркинский,,2004,2.7,False,хозяин недвижимости,совмещенный,,свежий ремонт,Астана
2,60.0,14.0,14.0,37000000,есильский,,2018,3.0,False,специалист,,коркем 3,качественный ремонт,Астана
3,100.0,24.0,16.0,58800000,алматинский,,2011,3.0,False,новостройка,2 с/у и более,хайвил астана,,Астана
3,67.5,5.0,2.0,27000000,алматинский,,1991,2.5,False,хозяин недвижимости,раздельный,,требует ремонта,Астана
2,65.0,9.0,7.0,27500000,алматинский,,2005,2.7,False,хозяин недвижимости,совмещенный,дебют,,Астана
3,162.5,13.0,3.0,59500000,сарыаркинский,,2008,2.7,False,хозяин недвижимости,2 с/у и более,сана,,Астана
3,86.0,9.0,2.0,69999990,есильский,,2020,3.0,False,специалист,,sensata park,,Астана
3,120.0,5.0,3.0,63500000,байконурский,,2004,3.2,False,хозяин недвижимости,раздельный,,,Астана
2,64.8,21.0,6.0,34500000,байконурский,,2020,2.7,False,специалист,совмещенный,tau tengri,,Астана
4,120.0,9.0,2.0,52500000,есильский,,2015,3.0,False,специалист,другой,,,Астана
2,62.0,9.0,2.0,54000000,есильский,,2020,3.0,False,хозяин недвижимости,совмещенный,sensata park,,Астана
3,85.0,12.0,11.0,36500000,нуринский,,2015,2.75,False,хозяин недвижимости,2 с/у и более,кулагер 2,капитальный ремонт,Астана
3,45.0,12.0,9.0,18900000,алматинский,,2017,2.7,False,специалист,,12 месяцев,,Астана
1,40.0,14.0,4.0,16500000,алматинский,,2014,2.5,False,хозяин недвижимости,совмещенный,достар-3,,Астана
2,73.68,,,45755280,есильский,,2025,3.0,True,новостройка,2 с/у и более,nexpo classic style,,Астана
1,35.0,16.0,10.0,13500000,сарыаркинский,,2010,2.7,False,хозяин недвижимости,совмещенный,тамыз,,Астана
2,55.5,18.0,7.0,31000000,алматинский,,2022,2.7,False,хозяин недвижимости,совмещенный,burabay,,Астана
3,86.0,14.0,8.0,39000000,есильский,,2011,2.7,False,хозяин недвижимости,раздельный,отандастар,,Астана
1,43.7,10.0,10.0,27000000,сарыаркинский,,2020,3.0,False,хозяин недвижимости,совмещенный,ak bars,,Астана
2,55.0,5.0,5.0,20350000,сарыаркинский,,2011,2.7,False,хозяин недвижимости,совмещенный,,,Астана
2,60.0,5.0,4.0,28000000,нуринский,,2020,2.6,False,хозяин недвижимости,совмещенный,,,Астана
4,177.5,18.0,5.0,220000000,есильский,,2024,3.5,False,хозяин недвижимости,,,черновая отделка,Астана
2,73.0,10.0,9.0,45500000,нуринский,,2019,,False,хозяин недвижимости,2 с/у и более,bi city seoul,,Астана
2,86.0,9.0,5.0,36000000,байконурский,,2005,2.8,False,хозяин недвижимости,совмещенный,,,Астана
2,42.0,17.0,14.0,23900000,есильский,,2023,2.65,False,хозяин недвижимости,совмещенный,mod.standard,дргуой ремонт,Астана
4,74.0,5.0,3.0,43000000,сарыаркинский,,1986,,False,хозяин недвижимости,раздельный,,,Астана
3,96.0,24.0,19.0,52900000,алматинский,,2019,2.8,False,хозяин недвижимости,2 с/у и более,7я,евроремонт,Астана
1,35.0,6.0,4.0,13100000,алматинский,,2012,2.7,False,хозяин недвижимости,,,,Астана
2,46.0,5.0,3.0,18000000,сарыаркинский,,1980,2.7,False,хозяин недвижимости,,,,Астана
1,42.0,9.0,8.0,20000000,алматинский,,2009,2.7,False,хозяин недвижимости,совмещенный,жибек жолы,,Астана
2,48.0,9.0,5.0,37000000,есильский,,2022,3.0,False,хозяин недвижимости,,prime garden 2,,Астана
1,35.0,5.0,5.0,16500000,сарыаркинский,,1969,2.5,False,хозяин недвижимости,совмещенный,,,Астана
4,163.2,7.0,5.0,157000000,есильский,,2016,3.0,False,хозяин недвижимости,2 с/у и более,sultan apartaments,,Астана
2,50.8,5.0,5.0,18000000,алматинский,,1985,,False,специалист,,,,Астана
1,35.0,22.0,19.0,17300000,есильский,,2022,2.75,False,специалист,,алтын шар-2,,Астана
2,60.1,12.0,9.0,26500000,есильский,,2009,2.8,False,специалист,раздельный,краун плаза,,Астана
5,215.18,,,189358400,алматинский,,2025,3.6,True,новостройка,2 с/у и более,vivaldi,,Астана
1,44.3,22.0,15.0,24500000,есильский,,2021,2.7,False,хозяин недвижимости,совмещенный,sani towers,дизайнерский ремонт,Астана
2,44.0,12.0,12.0,23500000,есильский,,2022,3.0,False,хозяин недвижимости,совмещенный,sen,качественный ремонт,Астана
3,68.0,10.0,9.0,24800000,алматинский,,2014,2.7,False,специалист,раздельный,,дргуой ремонт,Астана
2,62.05,,,24199500,алматинский,,2024,2.7,True,новостройка,совмещенный,burabay 2,,Астана
1,40.0,12.0,12.0,19900000,есильский,,2021,3.0,False,хозяин недвижимости,раздельный,sat city,,Астана
3,68.3,9.0,8.0,27500000,алматинский,,2020,2.7,False,хозяин недвижимости,раздельный,,дргуой ремонт,Астана
2,56.55,16.0,2.0,36000000,есильский,,2023,3.0,False,хозяин недвижимости,,capital park.flowers,,Астана
1,43.0,12.0,11.0,17500000,сарыаркинский,,2014,2.7,False,хозяин недвижимости,совмещенный,,,Астана
3,80.3,10.0,4.0,29000000,сарыаркинский,,2014,,False,специалист,,,,Астана
2,61.5,13.0,6.0,34300000,есильский,,2018,3.0,False,хозяин недвижимости,совмещенный,коркем 3,,Астана
3,117.0,16.0,4.0,53000000,байконурский,,2007,2.7,False,хозяин недвижимости,2 с/у и более,рахат,требует ремонта,Астана
2,58.0,10.0,9.0,33500000,нуринский,,2023,3.0,False,хозяин недвижимости,совмещенный,мади,,Астана
2,74.4,9.0,6.0,33500000,есильский,,2013,2.7,False,специалист,,арман кала,,Астана
2,66.0,8.0,7.0,46500000,нуринский,,2021,3.3,False,хозяин недвижимости,,paris,,Астана
1,37.0,8.0,2.0,28500000,алматинский,,2022,3.0,False,хозяин недвижимости,совмещенный,akbulak premium,,Астана
1,51.2,12.0,2.0,24000000,алматинский,,2012,3.44,False,хозяин недвижимости,,туркестан,дргуой ремонт,Астана
1,51.2,12.0,2.0,24000000,алматинский,,2012,3.44,False,хозяин недвижимости,,туркестан,дргуой ремонт,Астана
2,51.0,10.0,6.0,27500000,есильский,,2020,3.0,False,специалист,,apple city,,Астана
1,36.0,14.0,12.0,16000000,алматинский,,2013,2.7,False,хозяин недвижимости,,кулан-2,,Астана
2,46.5,12.0,4.0,30500000,есильский,,2010,3.0,False,хозяин недвижимости,совмещенный,акжайык,после ремонта,Астана
2,60.0,12.0,6.0,31000000,сарыаркинский,,2009,2.7,False,хозяин недвижимости,совмещенный,возрождение,,Астана
4,200.0,8.0,4.0,350000000,алматинский,,2023,3.2,False,новостройка,,da vinci,,Астана
1,44.0,14.0,11.0,22300000,есильский,,2010,2.7,False,хозяин недвижимости,раздельный,светлый,,Астана
3,132.1,12.0,10.0,52000000,сарыаркинский,,2009,2.7,False,хозяин недвижимости,2 с/у и более,самрук,,Астана
2,58.0,10.0,10.0,16500000,байконурский,,2012,2.7,False,специалист,,туран,,Астана
4,330.0,,24.0,1500000000,есильский,,2019,3.0,False,новостройка,,,,Астана
3,130.0,5.0,2.0,120000000,алматинский,,2014,3.2,False,хозяин недвижимости,2 с/у и более,британский квартал,,Астана
2,60.0,9.0,4.0,19500000,алматинский,,2015,,False,новостройка,,,дргуой ремонт,Астана
3,60.0,5.0,4.0,22400000,алматинский,,1983,,False,новостройка,,,,Астана
2,53.0,16.0,3.0,32500000,есильский,,2022,2.7,False,хозяин недвижимости,,greenline.asyl mura,,Астана
3,88.0,22.0,5.0,40999000,сарыаркинский,,2022,3.0,False,хозяин недвижимости,совмещенный,столичный-2,,Астана
3,93.6,7.0,6.0,65500000,есильский,,2017,3.0,False,хозяин недвижимости,2 с/у и более,promenade expo,,Астана
2,82.0,9.0,8.0,29500000,алматинский,,2011,2.7,False,хозяин недвижимости,совмещенный,турсын астана-2,,Астана
3,114.0,8.0,3.0,82000000,есильский,,2015,3.0,False,хозяин недвижимости,совмещенный,премьера,,Астана
3,66.4,10.0,9.0,28500000,сарыаркинский,,2010,2.7,False,хозяин недвижимости,,,,Астана
2,89.0,9.0,8.0,57000000,сарыаркинский,,2001,3.0,False,хозяин недвижимости,2 с/у и более,престиж,,Астана
3,109.0,10.0,3.0,65000000,есильский,,2010,3.2,False,хозяин недвижимости,2 с/у и более,версаль,,Астана
4,120.0,5.0,3.0,50000000,алматинский,,2000,2.7,False,хозяин недвижимости,раздельный,,,Астана
4,148.0,42.0,39.0,57500000,сарыаркинский,,2010,3.0,False,хозяин недвижимости,2 с/у и более,grand alatau,черновая отделка,Астана
3,94.1,,12.0,43286000,есильский,,2022,3.0,False,хозяин недвижимости,,qyran,,Астана
1,38.0,12.0,4.0,21500000,нуринский,,2020,3.0,False,специалист,совмещенный,bi city seoul,,Астана
1,37.4,10.0,3.0,19000000,алматинский,,2012,2.7,False,хозяин недвижимости,совмещенный,азат-2,,Астана
3,85.0,22.0,13.0,27500000,сарыаркинский,,2021,3.3,False,специалист,2 с/у и более,столичный-2,черновая отделка,Астана
1,35.0,9.0,3.0,19500000,алматинский,,2023,2.7,False,хозяин недвижимости,,молодежный,,Астана
1,42.0,14.0,8.0,15000000,сарыаркинский,,2014,,False,хозяин недвижимости,совмещенный,,,Астана
1,32.0,5.0,2.0,12200000,сарыаркинский,,1978,2.7,False,хозяин недвижимости,совмещенный,,,Астана
2,52.0,9.0,5.0,21000000,алматинский,,2010,2.7,False,хозяин недвижимости,раздельный,жастар,,Астана
2,47.0,5.0,5.0,13000000,алматинский,,1982,2.5,False,новостройка,,,требует ремонта,Астана
2,65.0,9.0,6.0,46700000,алматинский,,2019,3.0,False,специалист,,австрийский квартал,,Астана
2,64.4,9.0,9.0,27500000,нуринский,,2022,2.65,False,хозяин недвижимости,совмещенный,алтын шар-2,,Астана
2,66.1,6.0,2.0,26000000,алматинский,,2012,2.5,False,хозяин недвижимости,раздельный,,,Астана
4,150.0,23.0,5.0,60000000,алматинский,,2018,3.0,False,специалист,,сенатор,,Астана
3,103.5,16.0,4.0,41000000,нуринский,,2018,2.8,False,хозяин недвижимости,2 с/у и более,памир,хороший ремонт,Астана
2,45.0,14.0,4.0,28500000,есильский,,2018,3.0,False,хозяин недвижимости,,panorama park,,Астана
2,66.0,20.0,8.0,48000000,есильский,,2010,3.1,False,хозяин недвижимости,,на водно-зеленом бульваре,,Астана
9,414.0,22.0,15.0,422000000,есильский,,2024,3.0,False,новостройка,,dara residence,черновая отделка,Астана
3,107.0,16.0,9.0,38350000,алматинский,,2006,2.8,False,хозяин недвижимости,2 с/у и более,мирас,,Астана
3,79.53,,,37379100,,,2025,3.0,True,новостройка,2 с/у и более,greenline. silva,,Астана
1,30.0,6.0,2.0,12000000,байконурский,,1970,,False,специалист,совмещенный,,хороший ремонт,Астана
2,47.0,22.0,8.0,39800000,нуринский,,2023,3.0,False,хозяин недвижимости,совмещенный,four seasons,дргуой ремонт,Астана
2,45.0,,6.0,28200000,нуринский,,2019,3.0,False,хозяин недвижимости,,,,Астана
3,91.5,9.0,8.0,36999999,алматинский,,2005,2.75,False,специалист,,дебют,,Астана
2,42.0,36.0,16.0,30500000,алматинский,,2016,,False,хозяин недвижимости,совмещенный,хайвил астана,,Астана
1,47.7,10.0,8.0,16500000,алматинский,,2020,2.7,False,новостройка,совмещенный,эльбрус,,Астана
3,62.0,5.0,2.0,27000000,байконурский,,2004,3.0,False,хозяин недвижимости,совмещенный,,,Астана
1,35.0,5.0,2.0,15300000,сарыаркинский,,2010,2.7,False,хозяин недвижимости,совмещенный,эталон,,Астана
2,53.5,7.0,6.0,25200000,нуринский,,2015,2.7,False,хозяин недвижимости,раздельный,шыгыс,,Астана
1,37.0,24.0,14.0,24000000,,,2019,,False,хозяин недвижимости,совмещенный,времена года. лето,евроремонт,Астана
2,56.0,7.0,3.0,28500000,сарыаркинский,,2017,2.7,False,хозяин недвижимости,,,,Астана
2,62.0,10.0,8.0,24500000,алматинский,,2008,2.7,False,хозяин недвижимости,раздельный,евразия,,Астана
3,70.4,5.0,3.0,31000000,нуринский,,2020,2.5,False,хозяин недвижимости,раздельный,,,Астана
2,68.4,12.0,11.0,26999000,нуринский,,2016,2.7,False,хозяин недвижимости,раздельный,саржайлау,,Астана
1,40.1,9.0,4.0,20200000,алматинский,,2021,2.7,False,хозяин недвижимости,совмещенный,,дргуой ремонт,Астана
1,35.2,6.0,4.0,16700000,сарыаркинский,,2011,,False,хозяин недвижимости,совмещенный,,капитальный ремонт,Астана
2,50.0,10.0,10.0,16500000,сарыаркинский,,2010,2.63,False,специалист,раздельный,,,Астана
3,135.0,21.0,9.0,60000000,алматинский,,2016,3.0,False,хозяин недвижимости,совмещенный,виктория,,Астана
3,81.0,6.0,3.0,45999999,,,2015,2.7,False,специалист,,,,Астана
1,41.0,17.0,13.0,20000000,алматинский,,2022,3.0,False,хозяин недвижимости,совмещенный,qazaq eli kulan,евроремонт,Астана
3,56.0,,,27000000,алматинский,,2014,2.7,False,хозяин недвижимости,совмещенный,мунар,после ремонта,Астана
4,123.0,22.0,16.0,92900000,есильский,,2018,2.8,False,хозяин недвижимости,2 с/у и более,highvill park,,Астана
1,40.0,11.0,10.0,16500000,сарыаркинский,,2008,2.7,False,хозяин недвижимости,совмещенный,омк центр-2,,Астана
3,102.0,20.0,3.0,60000000,есильский,,2016,2.8,False,хозяин недвижимости,2 с/у и более,коркем-2,,Астана
3,55.0,5.0,4.0,21000000,сарыаркинский,,1964,2.7,False,хозяин недвижимости,,,,Астана
2,64.0,9.0,9.0,49500000,алматинский,,2019,3.0,False,хозяин недвижимости,совмещенный,австрийский квартал,свежий ремонт,Астана
2,62.3,12.0,9.0,32000000,нуринский,,2020,3.0,False,специалист,совмещенный,,,Астана
1,40.0,9.0,5.0,22200000,байконурский,,2006,3.0,False,хозяин недвижимости,совмещенный,,,Астана
1,39.0,12.0,7.0,15500000,алматинский,,2024,3.0,False,хозяин недвижимости,,geneva,черновая отделка,Астана
2,77.0,20.0,11.0,71000000,есильский,,2023,3.0,False,хозяин недвижимости,,nexpo union,,Астана
2,47.0,12.0,10.0,27500000,есильский,,2022,,False,специалист,,grand champion,,Астана
3,120.0,10.0,9.0,65000000,есильский,,2012,3.2,False,хозяин недвижимости,2 с/у и более,caspian palace,,Астана
1,42.0,9.0,7.0,26000000,,,2024,3.1,False,хозяин недвижимости,раздельный,asylym park 1,черновая отделка,Астана
2,57.0,8.0,8.0,31000000,есильский,,2018,,False,хозяин недвижимости,совмещенный,,,Астана
2,39.4,7.0,6.0,25500000,есильский,,2017,,False,хозяин недвижимости,совмещенный,smart house,,Астана
4,150.0,24.0,18.0,104999000,алматинский,,2016,2.8,False,специалист,,хайвил астана,хороший ремонт,Астана
2,72.0,18.0,7.0,47700000,есильский,,2024,3.0,False,хозяин недвижимости,2 с/у и более,landmark,дизайнерский ремонт,Астана
1,55.0,16.0,14.0,21500000,байконурский,,2008,2.7,False,специалист,,рахат,,Астана
3,150.0,4.0,2.0,71000000,байконурский,,2007,3.2,False,специалист,2 с/у и более,астана сити,,Астана
1,36.2,10.0,3.0,24000000,нуринский,,2022,3.0,False,хозяин недвижимости,совмещенный,mechta,свежий ремонт,Астана
2,45.0,9.0,4.0,31000000,алматинский,,2024,3.0,False,хозяин недвижимости,,sunset avenue,дизайнерский ремонт,Астана
3,95.1,18.0,9.0,46000000,сарыаркинский,,2010,2.7,False,новостройка,совмещенный,эмират,,Астана
1,38.0,9.0,5.0,17200000,есильский,,2024,3.0,False,хозяин недвижимости,,мади,черновая отделка,Астана
2,40.0,12.0,7.0,18000000,сарыаркинский,,2012,,False,хозяин недвижимости,совмещенный,,,Астана
2,70.0,9.0,7.0,26000000,алматинский,,2010,2.7,False,хозяин недвижимости,раздельный,жастар,,Астана
2,103.3,13.0,8.0,39900000,алматинский,,2017,,False,хозяин недвижимости,2 с/у и более,теремок,,Астана
2,61.0,14.0,7.0,31000000,есильский,,2011,2.7,False,хозяин недвижимости,раздельный,отандастар,,Астана
3,57.0,10.0,8.0,23950000,алматинский,,2014,2.7,False,хозяин недвижимости,,,,Астана
2,53.7,18.0,17.0,17000000,байконурский,,2014,2.5,False,хозяин недвижимости,раздельный,,дргуой ремонт,Астана
1,39.0,5.0,1.0,14500000,сарыаркинский,,2010,2.7,False,специалист,совмещенный,,,Астана
