numrooms,squaremeters,numberoffloors,floor,price,district,street,builtyear,ceilinghight,isnewbuilding,seller,bathroomtype,residentialcomplex,repaired,city
3,99.0,9.0,4.0,54999999,есильский,,2012,2.7,False,хозяин недвижимости,,well house,,Астана
2,45.77,22.0,4.0,50000000,есильский,,2024,3.0,False,хозяин недвижимости,раздельный,dara residence,черновая отделка,Астана
3,60.0,10.0,4.0,31000000,нуринский,,2023,3.0,False,хозяин недвижимости,совмещенный,altyn sapa,,Астана
2,44.1,5.0,5.0,17000000,сарыаркинский,,1965,,False,хозяин недвижимости,совмещенный,,,Астана
3,86.0,12.0,7.0,57777000,нуринский,,2021,3.0,False,хозяин недвижимости,совмещенный,sat city,,Астана
1,47.1,25.0,13.0,16500000,алматинский,,2013,2.7,False,хозяин недвижимости,совмещенный,орбита,,Астана
2,67.2,20.0,2.0,23500000,алматинский,,2023,2.8,False,хозяин недвижимости,совмещенный,a city,черновая отделка,Астана
1,18.0,5.0,5.0,4500000,сарыаркинский,,1982,2.8,False,хозяин недвижимости,совмещенный,,,Астана
2,56.0,12.0,9.0,28000000,сарыаркинский,,2024,3.0,False,хозяин недвижимости,совмещенный,kolsai,,Астана
4,94.0,,,49500000,есильский,,2024,2.7,False,хозяин недвижимости,,асыл тау,черновая отделка,Астана
2,67.83,9.0,3.0,30000000,алматинский,,2024,3.0,False,хозяин недвижимости,2 с/у и более,green house premium,черновая отделка,Астана
2,57.3,9.0,3.0,25000000,алматинский,,2024,3.0,False,хозяин недвижимости,,green house premium,черновая отделка,Астана
1,50.0,11.0,10.0,23500000,есильский,,2023,3.15,False,хозяин недвижимости,раздельный,айсанам de luxe,черновая отделка,Астана
2,70.1,18.0,16.0,26000000,алматинский,,2010,,False,новостройка,раздельный,магистральный-1,хороший ремонт,Астана
1,41.2,10.0,5.0,19870000,алматинский,,2023,3.0,False,хозяин недвижимости,совмещенный,ala tau comfort,,Астана
3,100.0,12.0,5.0,48000000,есильский,,2016,3.0,False,хозяин недвижимости,2 с/у и более,зам зам,,Астана
1,40.6,13.0,4.0,19800000,алматинский,,2022,3.0,False,хозяин недвижимости,совмещенный,созак,дргуой ремонт,Астана
2,44.0,17.0,15.0,25999999,есильский,,2023,3.0,False,специалист,,buqar jyrau exclusive,,Астана
3,79.4,9.0,4.0,33400000,есильский,,2013,2.7,False,специалист,,керемет,,Астана
2,50.0,9.0,8.0,22490000,нуринский,,2024,2.7,False,хозяин недвижимости,,arena city,черновая отделка,Астана
2,63.0,12.0,6.0,29000000,алматинский,,2012,2.7,False,хозяин недвижимости,раздельный,кахарман,после ремонта,Астана
2,60.0,10.0,9.0,36000000,есильский,,2022,3.0,False,хозяин недвижимости,,mechta,качественный ремонт,Астана
3,68.1,9.0,1.0,25500000,алматинский,,1996,2.7,False,специалист,,,,Астана
2,60.0,9.0,2.0,23300000,алматинский,,2007,2.7,False,хозяин недвижимости,раздельный,восток (бахус),,Астана
2,66.0,9.0,8.0,33500000,нуринский,,2021,2.75,False,хозяин недвижимости,совмещенный,техникум 2,,Астана
2,45.0,5.0,1.0,18000000,сарыаркинский,,1966,,False,хозяин недвижимости,совмещенный,,свежий ремонт,Астана
3,93.3,16.0,5.0,40500000,алматинский,,2013,3.0,False,специалист,,бахус-2,,Астана
3,105.0,9.0,3.0,74999999,,,2023,3.0,False,специалист,2 с/у и более,asylym,,Астана
3,81.2,7.0,3.0,26200000,сарыаркинский,,2022,2.8,False,хозяин недвижимости,2 с/у и более,,черновая отделка,Астана
3,65.0,4.0,4.0,20500000,байконурский,,2006,,False,специалист,,,,Астана
2,45.1,12.0,9.0,22700000,сарыаркинский,,2008,2.7,False,хозяин недвижимости,совмещенный,замечательный,,Астана
2,109.0,17.0,4.0,65000000,алматинский,,2010,3.0,False,хозяин недвижимости,2 с/у и более,хайвил астана,,Астана
3,71.0,9.0,6.0,29900000,алматинский,,2023,2.8,False,хозяин недвижимости,совмещенный,бадана,после ремонта,Астана
2,74.0,10.0,4.0,38300000,нуринский,,2021,3.0,False,хозяин недвижимости,2 с/у и более,brussels,,Астана
1,17.8,5.0,3.0,8500000,алматинский,,1986,2.5,False,хозяин недвижимости,раздельный,,,Астана
2,48.7,17.0,2.0,26000000,нуринский,,2023,3.0,False,хозяин недвижимости,совмещенный,athletic city,,Астана
3,69.4,12.0,9.0,33000000,есильский,,2010,2.8,False,хозяин недвижимости,,дипломат,,Астана
1,44.0,13.0,7.0,21500000,алматинский,,2022,3.0,False,хозяин недвижимости,,созак,качественный ремонт,Астана
2,35.5,9.0,7.0,21500000,нуринский,,2022,3.0,False,хозяин недвижимости,совмещенный,dastur,дизайнерский ремонт,Астана
1,43.0,9.0,3.0,23700000,нуринский,,2022,2.7,False,хозяин недвижимости,совмещенный,нова сити на туране,,Астана
3,70.4,5.0,5.0,34000000,есильский,,2020,2.7,False,хозяин недвижимости,2 с/у и более,aq-didar,,Астана
1,37.0,9.0,4.0,15900000,алматинский,,2024,2.7,False,хозяин недвижимости,совмещенный,megapolis,черновая отделка,Астана
3,96.0,16.0,14.0,35000000,байконурский,,2014,2.8,False,хозяин недвижимости,раздельный,,,Астана
3,110.0,16.0,10.0,46500000,байконурский,,2010,2.8,False,хозяин недвижимости,2 с/у и более,улытау,евроремонт,Астана
2,62.0,13.0,7.0,26000000,байконурский,,2012,2.7,False,хозяин недвижимости,совмещенный,кампус,,Астана
1,34.0,12.0,6.0,21000000,нуринский,,2023,3.0,False,хозяин недвижимости,совмещенный,kolsai,дизайнерский ремонт,Астана
3,68.0,10.0,1.0,27900000,сарыаркинский,,2011,2.7,False,хозяин недвижимости,раздельный,,,Астана
3,164.2,21.0,20.0,75000000,алматинский,,2011,3.0,False,хозяин недвижимости,2 с/у и более,гранд астана,,Астана
2,65.0,18.0,14.0,28000000,нуринский,,2023,3.0,False,хозяин недвижимости,,respublika,дргуой ремонт,Астана
1,42.1,10.0,8.0,26000000,нуринский,,2023,3.0,False,хозяин недвижимости,,respublika,после ремонта,Астана
3,100.0,,8.0,56000000,есильский,,2009,2.8,False,хозяин недвижимости,раздельный,нурсая бонита,,Астана
2,49.0,9.0,1.0,22000000,алматинский,,2021,2.7,False,хозяин недвижимости,совмещенный,,,Астана
2,45.0,4.0,4.0,15500000,алматинский,,1970,2.5,False,хозяин недвижимости,,,,Астана
2,46.0,9.0,5.0,22900000,алматинский,,2006,2.7,False,хозяин недвижимости,совмещенный,,хороший ремонт,Астана
2,67.1,18.0,12.0,30000000,алматинский,,2022,2.8,False,хозяин недвижимости,,silk way,черновая отделка,Астана
1,42.0,14.0,2.0,17000000,сарыаркинский,,2014,2.7,False,хозяин недвижимости,совмещенный,по тлендиева,свежий ремонт,Астана
2,70.0,12.0,12.0,45000000,есильский,,2024,3.4,False,хозяин недвижимости,,greenline.tokyo,черновая отделка,Астана
3,112.0,4.0,2.0,80000000,алматинский,,2024,3.0,False,хозяин недвижимости,,hayat,,Астана
1,30.0,3.0,3.0,15500000,есильский,,2022,2.7,False,хозяин недвижимости,совмещенный,мжк астана,хороший ремонт,Астана
1,38.0,8.0,8.0,17499999,алматинский,,2023,2.7,False,хозяин недвижимости,совмещенный,кернай,,Астана
2,63.0,14.0,4.0,26000000,сарыаркинский,,2011,2.8,False,хозяин недвижимости,совмещенный,сапа-2007,дргуой ремонт,Астана
2,45.5,10.0,9.0,25000000,байконурский,,2008,2.7,False,хозяин недвижимости,совмещенный,изобилие,,Астана
1,28.1,5.0,2.0,14000000,алматинский,,1981,2.7,False,хозяин недвижимости,совмещенный,,,Астана
2,46.3,13.0,2.0,24000000,алматинский,,2022,3.0,False,хозяин недвижимости,совмещенный,созак,,Астана
1,34.3,10.0,8.0,15500000,сарыаркинский,,2014,2.7,False,хозяин недвижимости,,,,Астана
1,43.1,15.0,3.0,23000000,есильский,,2011,2.7,False,хозяин недвижимости,совмещенный,светлый,,Астана
2,53.4,12.0,1.0,24000000,есильский,,2014,2.7,False,хозяин недвижимости,раздельный,кулагер,,Астана
2,68.0,9.0,2.0,25900000,алматинский,,2008,2.7,False,хозяин недвижимости,раздельный,степной,,Астана
3,85.0,24.0,17.0,49000000,алматинский,,2018,2.8,False,хозяин недвижимости,2 с/у и более,millennium park,дргуой ремонт,Астана
1,40.2,8.0,2.0,23800000,есильский,,2020,2.7,False,хозяин недвижимости,раздельный,арнау,требует ремонта,Астана
3,74.32,12.0,6.0,38000000,есильский,,2024,3.0,False,хозяин недвижимости,2 с/у и более,athletic city,черновая отделка,Астана
3,98.0,9.0,1.0,72000000,,,2019,,False,хозяин недвижимости,2 с/у и более,bi city seoul,дргуой ремонт,Астана
3,98.0,9.0,9.0,80000000,есильский,,2022,3.0,False,хозяин недвижимости,2 с/у и более,,качественный ремонт,Астана
1,43.3,9.0,6.0,35000000,нуринский,,2022,3.0,False,хозяин недвижимости,совмещенный,greenline.aura,,Астана
3,97.0,12.0,2.0,36800000,сарыаркинский,,2019,2.7,False,хозяин недвижимости,раздельный,медина,,Астана
3,86.0,9.0,5.0,50500000,есильский,,2020,2.7,False,хозяин недвижимости,2 с/у и более,sezim qala.baqyt,качественный ремонт,Астана
2,49.0,10.0,10.0,21000000,,,2008,2.7,False,хозяин недвижимости,совмещенный,,,Астана
2,66.0,9.0,9.0,26900000,есильский,,2021,2.75,False,хозяин недвижимости,совмещенный,техникум 2,свежий ремонт,Астана
2,61.0,9.0,7.0,21500000,сарыаркинский,,2014,2.7,False,хозяин недвижимости,совмещенный,,,Астана
3,63.5,5.0,2.0,22500000,байконурский,,1974,,False,хозяин недвижимости,совмещенный,,,Астана
3,75.0,10.0,9.0,34000000,алматинский,,2008,2.5,False,хозяин недвижимости,2 с/у и более,,,Астана
3,82.0,22.0,19.0,41000000,нуринский,,2023,3.0,False,хозяин недвижимости,2 с/у и более,respublika,черновая отделка,Астана
3,93.0,9.0,5.0,39900000,алматинский,,2023,2.75,False,хозяин недвижимости,2 с/у и более,grand victoria,дргуой ремонт,Астана
3,85.6,9.0,4.0,41000000,алматинский,,2006,2.7,False,хозяин недвижимости,2 с/у и более,жастар,,Астана
2,40.0,16.0,5.0,25500000,нуринский,,2024,2.7,False,хозяин недвижимости,,turan life,дизайнерский ремонт,Астана
2,40.0,12.0,8.0,24900000,нуринский,,2024,2.8,False,хозяин недвижимости,,turan life,дргуой ремонт,Астана
3,85.6,9.0,4.0,41000000,алматинский,,2006,2.7,False,хозяин недвижимости,2 с/у и более,жастар,,Астана
2,40.0,16.0,5.0,25500000,нуринский,,2024,2.7,False,хозяин недвижимости,,turan life,дизайнерский ремонт,Астана
2,40.0,12.0,8.0,24900000,нуринский,,2024,2.8,False,хозяин недвижимости,,turan life,дргуой ремонт,Астана
3,69.2,9.0,9.0,26000000,байконурский,,1990,2.8,False,хозяин недвижимости,раздельный,китайская стена,,Астана
1,43.1,9.0,8.0,17400000,есильский,,2023,2.85,False,хозяин недвижимости,,aiva,черновая отделка,Астана
3,72.0,,,48000000,есильский,,2020,3.0,False,хозяин недвижимости,,expo new life-2,,Астана
2,60.9,9.0,7.0,35000000,есильский,,2024,3.0,False,хозяин недвижимости,,asylym park 1,черновая отделка,Астана
2,65.0,12.0,10.0,35000000,байконурский,,2005,2.7,False,хозяин недвижимости,совмещенный,дуэт,,Астана
2,54.8,24.0,18.0,29800000,алматинский,,2018,2.7,False,хозяин недвижимости,раздельный,7я,,Астана
2,44.0,4.0,1.0,16000000,сарыаркинский,,1959,,False,хозяин недвижимости,совмещенный,,дргуой ремонт,Астана
1,41.0,25.0,20.0,18000000,байконурский,,2009,2.7,False,хозяин недвижимости,,эгалите,,Астана
1,52.0,12.0,12.0,26500000,есильский,,2015,2.7,False,хозяин недвижимости,,аси 33/23,,Астана
2,47.7,12.0,9.0,21500000,алматинский,,2010,2.7,False,хозяин недвижимости,совмещенный,барыс,,Астана
2,58.7,10.0,10.0,30000000,есильский,,2023,3.0,False,хозяин недвижимости,,altyn sapa,дргуой ремонт,Астана
1,40.4,9.0,6.0,21450000,алматинский,,2022,3.0,False,хозяин недвижимости,,мжк райымбек,,Астана
3,102.0,9.0,6.0,45000000,алматинский,,2006,2.7,False,хозяин недвижимости,2 с/у и более,сымбат,,Астана
1,38.0,10.0,9.0,16500000,сарыаркинский,,2012,2.7,False,хозяин недвижимости,совмещенный,,,Астана
4,126.88,12.0,12.0,130000000,есильский,,2022,3.0,False,хозяин недвижимости,2 с/у и более,soho,дизайнерский ремонт,Астана
2,68.85,11.0,10.0,30500000,есильский,,2018,2.8,False,хозяин недвижимости,раздельный,семейный,,Астана
3,87.0,,,38800000,алматинский,,2010,2.8,False,хозяин недвижимости,2 с/у и более,запад по ул. сарыарка,дргуой ремонт,Астана
1,32.5,10.0,7.0,9000000,алматинский,,2025,2.7,False,хозяин недвижимости,,самгау 2,черновая отделка,Астана
1,36.6,13.0,3.0,16500000,алматинский,,2011,2.7,False,хозяин недвижимости,,алтын раид,,Астана
4,136.0,9.0,9.0,125000000,есильский,,2021,3.3,False,хозяин недвижимости,2 с/у и более,capital park.light,дргуой ремонт,Астана
2,70.0,12.0,10.0,25500000,нуринский,,2016,2.7,False,хозяин недвижимости,совмещенный,жагалау-3,,Астана
2,58.0,10.0,4.0,27000000,сарыаркинский,,2010,2.7,False,хозяин недвижимости,2 с/у и более,сатты,,Астана
3,75.0,12.0,11.0,34500000,байконурский,,2015,2.7,False,хозяин недвижимости,раздельный,,,Астана
2,55.0,9.0,3.0,26500000,сарыаркинский,,2005,2.7,False,хозяин недвижимости,раздельный,,дргуой ремонт,Астана
2,52.0,17.0,15.0,31000000,есильский,,2024,3.0,False,хозяин недвижимости,раздельный,buqar jyrau exclusive,после ремонта,Астана
1,48.8,9.0,2.0,19500000,сарыаркинский,,2010,2.8,False,хозяин недвижимости,,запад по ул. сарыарка,,Астана
3,67.0,9.0,6.0,32000000,алматинский,,2020,2.7,False,хозяин недвижимости,2 с/у и более,самгау,,Астана
2,72.0,12.0,7.0,34700000,байконурский,,2012,2.7,False,хозяин недвижимости,совмещенный,туран,дргуой ремонт,Астана
2,54.37,9.0,6.0,19116000,,,2023,3.0,False,хозяин недвижимости,,amanat,,Астана
2,52.0,10.0,9.0,22000000,сарыаркинский,,2012,,False,хозяин недвижимости,раздельный,,,Астана
2,64.4,16.0,12.0,28000000,есильский,,2019,2.7,False,хозяин недвижимости,,памир,,Астана
2,45.1,9.0,2.0,29000000,есильский,,2023,3.0,False,хозяин недвижимости,совмещенный,expo avenue,после ремонта,Астана
1,40.0,8.0,7.0,23000000,есильский,,2017,2.7,False,хозяин недвижимости,раздельный,камал-2,,Астана
1,44.5,9.0,3.0,21000000,нуринский,,2011,2.7,False,хозяин недвижимости,,,,Астана
4,63.0,5.0,5.0,23500000,алматинский,,1978,2.5,False,хозяин недвижимости,раздельный,,,Астана
1,36.0,9.0,6.0,22800000,есильский,,2022,3.0,False,хозяин недвижимости,совмещенный,sezim qala.senim,качественный ремонт,Астана
1,33.0,9.0,3.0,20000000,алматинский,,2022,2.7,False,хозяин недвижимости,совмещенный,,евроремонт,Астана
1,33.0,9.0,3.0,20000000,алматинский,,2022,2.7,False,хозяин недвижимости,совмещенный,,евроремонт,Астана
2,70.0,9.0,8.0,25000000,есильский,,2012,2.0,False,хозяин недвижимости,,жагалау-3,,Астана
1,44.0,6.0,1.0,25900000,есильский,,2017,,False,хозяин недвижимости,раздельный,expo residence,,Астана
3,110.0,9.0,8.0,53000000,есильский,,2003,2.8,False,хозяин недвижимости,2 с/у и более,жагалау,,Астана
2,59.0,10.0,7.0,25000000,алматинский,,2015,,False,хозяин недвижимости,2 с/у и более,,,Астана
2,54.7,5.0,3.0,22300000,сарыаркинский,,2014,2.7,False,хозяин недвижимости,раздельный,,,Астана
2,55.0,10.0,8.0,29000000,есильский,,2010,,False,хозяин недвижимости,совмещенный,,требует ремонта,Астана
1,37.0,9.0,9.0,23000000,есильский,,2021,3.0,False,хозяин недвижимости,,inju city,качественный ремонт,Астана
2,75.3,12.0,8.0,33000000,алматинский,,2009,3.0,False,хозяин недвижимости,совмещенный,сказочный мир,,Астана
1,44.2,9.0,9.0,14000000,алматинский,,2023,3.0,False,хозяин недвижимости,,,,Астана
2,65.19,16.0,7.0,60000000,нуринский,,2023,2.7,False,хозяин недвижимости,2 с/у и более,greenline.asyl mura jubanov,евроремонт,Астана
2,48.0,16.0,8.0,26700000,алматинский,,2023,2.85,False,хозяин недвижимости,,bai-tursyn,,Астана
1,30.4,5.0,1.0,13500000,алматинский,,2011,2.7,False,хозяин недвижимости,совмещенный,солнечный город,,Астана
1,36.0,8.0,8.0,24000000,есильский,,2017,3.0,False,хозяин недвижимости,,expo boulevard,,Астана
7,256.0,7.0,5.0,180000000,есильский,,2004,3.0,False,хозяин недвижимости,2 с/у и более,жансая,,Астана
1,18.0,5.0,1.0,6000000,байконурский,,1980,2.7,False,хозяин недвижимости,раздельный,,,Астана
2,68.0,9.0,8.0,39500000,нуринский,,2024,3.0,False,хозяин недвижимости,раздельный,greenline.flora,черновая отделка,Астана
1,37.0,7.0,5.0,16700000,алматинский,,2019,2.8,False,хозяин недвижимости,совмещенный,марс,,Астана
2,58.0,9.0,2.0,37500000,,,2023,3.0,False,хозяин недвижимости,совмещенный,ару кала,,Астана
1,43.8,12.0,11.0,22900000,алматинский,,2021,3.0,False,хозяин недвижимости,совмещенный,bravo,,Астана
1,43.8,12.0,11.0,22900000,алматинский,,2021,3.0,False,хозяин недвижимости,совмещенный,bravo,,Астана
3,108.0,9.0,3.0,64000000,есильский,,2024,3.0,False,хозяин недвижимости,2 с/у и более,grand turan avenue,черновая отделка,Астана
1,39.9,12.0,9.0,18400000,алматинский,,2015,2.7,False,хозяин недвижимости,совмещенный,саламат,,Астана
1,50.0,25.0,14.0,19000000,алматинский,,2024,2.7,False,хозяин недвижимости,совмещенный,алтын булак,,Астана
3,73.0,19.0,17.0,31000000,байконурский,,2021,2.7,False,хозяин недвижимости,2 с/у и более,томирис,,Астана
1,45.0,18.0,2.0,22700000,сарыаркинский,,2009,,False,хозяин недвижимости,совмещенный,европейский,дргуой ремонт,Астана
2,59.0,9.0,2.0,33000000,алматинский,,2022,2.7,False,хозяин недвижимости,совмещенный,qazyna,,Астана
3,61.0,5.0,3.0,23000000,сарыаркинский,,1968,2.7,False,хозяин недвижимости,,,,Астана
1,42.5,15.0,7.0,18500000,есильский,,2024,3.0,False,хозяин недвижимости,совмещенный,dastur,,Астана
3,69.0,9.0,8.0,26000000,алматинский,,1995,,False,специалист,,,,Астана
3,98.0,16.0,12.0,30000000,алматинский,,2014,2.7,False,хозяин недвижимости,совмещенный,мунар,,Астана
2,58.0,5.0,5.0,28500000,нуринский,,2021,2.7,False,хозяин недвижимости,раздельный,,,Астана
1,38.57,12.0,6.0,19500000,есильский,,2024,3.0,False,хозяин недвижимости,,izet,,Астана
3,104.7,8.0,4.0,74999999,есильский,,2023,3.0,False,хозяин недвижимости,2 с/у и более,asylym,дргуой ремонт,Астана
2,52.1,6.0,2.0,21400000,алматинский,,1989,2.7,False,хозяин недвижимости,раздельный,,,Астана
1,30.0,10.0,7.0,14500000,байконурский,,2011,2.7,False,хозяин недвижимости,,изобилие,,Астана
1,43.44,16.0,12.0,15000000,байконурский,,2024,,False,хозяин недвижимости,совмещенный,,черновая отделка,Астана
3,80.0,13.0,2.0,30500000,сарыаркинский,,2015,2.7,False,хозяин недвижимости,,,,Астана
3,74.0,15.0,10.0,43700000,алматинский,,2022,3.0,False,хозяин недвижимости,,sardar,дргуой ремонт,Астана
1,38.0,,,14900000,алматинский,,2023,2.7,False,хозяин недвижимости,,керей,дргуой ремонт,Астана
1,46.0,12.0,12.0,15000000,алматинский,,2023,2.7,False,хозяин недвижимости,,фирдаус,качественный ремонт,Астана
3,86.6,10.0,1.0,49000000,нуринский,,2022,3.0,False,хозяин недвижимости,совмещенный,,,Астана
1,47.0,,,16000000,сарыаркинский,,2009,2.7,False,хозяин недвижимости,совмещенный,формула успеха,,Астана
3,120.0,22.0,14.0,49500000,алматинский,,2012,3.0,False,хозяин недвижимости,2 с/у и более,гранд астана,,Астана
2,64.2,8.0,4.0,41000000,есильский,,2020,3.0,False,хозяин недвижимости,,paris,черновая отделка,Астана
2,52.0,9.0,3.0,23900000,,,2018,2.9,False,хозяин недвижимости,раздельный,аулие-ата,,Астана
4,131.6,17.0,2.0,68000000,байконурский,,2006,2.7,False,хозяин недвижимости,2 с/у и более,мерей,,Астана
1,52.0,12.0,1.0,25500000,алматинский,,2012,3.4,False,хозяин недвижимости,совмещенный,туркестан,,Астана
3,60.0,5.0,2.0,25000000,сарыаркинский,,1980,2.5,False,хозяин недвижимости,раздельный,,,Астана
1,40.0,12.0,8.0,15000000,алматинский,,2020,3.0,False,хозяин недвижимости,,geneva,,Астана
2,45.0,12.0,5.0,32300000,,,2024,3.0,False,хозяин недвижимости,,sunset avenue,дизайнерский ремонт,Астана
4,115.0,9.0,5.0,75555555,алматинский,,2023,3.0,False,хозяин недвижимости,2 с/у и более,мынжылдык,,Астана
3,109.0,14.0,3.0,44500000,байконурский,,2010,2.7,False,хозяин недвижимости,2 с/у и более,медео,дргуой ремонт,Астана
1,38.0,9.0,7.0,20500000,есильский,,2021,2.7,False,хозяин недвижимости,совмещенный,,,Астана
3,82.0,9.0,1.0,28500000,алматинский,,2024,3.3,False,хозяин недвижимости,2 с/у и более,амирель,,Астана
1,29.7,16.0,13.0,12500000,сарыаркинский,,2008,2.7,False,хозяин недвижимости,,тамыз,,Астана
3,97.0,9.0,9.0,38000000,сарыаркинский,,2009,2.7,False,хозяин недвижимости,2 с/у и более,жайдарман,,Астана
2,60.0,9.0,4.0,22500000,алматинский,,2015,2.7,False,хозяин недвижимости,раздельный,,,Астана
2,64.0,16.0,7.0,28500000,нуринский,,2019,2.7,False,хозяин недвижимости,2 с/у и более,памир,,Астана
2,44.0,4.0,3.0,12000000,байконурский,,2008,,False,хозяин недвижимости,,,,Астана
1,34.5,9.0,5.0,16500000,сарыаркинский,,2012,2.7,False,хозяин недвижимости,совмещенный,,,Астана
1,34.0,12.0,5.0,16500000,алматинский,,2013,3.0,False,хозяин недвижимости,совмещенный,жилой дом по ул. айнакол,,Астана
1,38.0,6.0,5.0,16500000,сарыаркинский,,2010,2.7,False,хозяин недвижимости,совмещенный,,дргуой ремонт,Астана
2,64.0,16.0,2.0,28500000,алматинский,,2024,3.0,False,хозяин недвижимости,совмещенный,tengri city jassyl,,Астана
2,76.3,6.0,6.0,25000000,алматинский,,2011,2.7,False,хозяин недвижимости,раздельный,,,Астана
2,43.0,6.0,3.0,19000000,алматинский,,2015,2.7,False,хозяин недвижимости,совмещенный,,,Астана
4,115.0,18.0,15.0,50000000,есильский,,2006,3.0,False,хозяин недвижимости,,новый мир,дргуой ремонт,Астана
1,43.0,9.0,8.0,18500000,нуринский,,2021,2.75,False,хозяин недвижимости,совмещенный,техникум 2,,Астана
3,103.0,11.0,6.0,49000000,сарыаркинский,,2019,3.0,False,хозяин недвижимости,2 с/у и более,,черновая отделка,Астана
2,59.1,9.0,8.0,43000000,алматинский,,2022,3.0,False,хозяин недвижимости,совмещенный,мжк райымбек,капитальный ремонт,Астана
2,60.0,10.0,9.0,22500000,байконурский,,2009,2.7,False,хозяин недвижимости,,хан тенгри,,Астана
1,37.7,12.0,7.0,25000000,есильский,,2018,,False,хозяин недвижимости,,созвездие,,Астана
2,53.0,6.0,5.0,21000000,сарыаркинский,,2011,2.7,False,хозяин недвижимости,раздельный,,,Астана
4,110.0,23.0,21.0,69000000,есильский,,2018,2.8,False,хозяин недвижимости,2 с/у и более,highvill park,,Астана
3,65.5,9.0,5.0,28500000,байконурский,,1991,2.7,False,хозяин недвижимости,раздельный,,,Астана
2,43.0,5.0,1.0,14500000,сарыаркинский,,1973,2.7,False,хозяин недвижимости,раздельный,,,Астана
2,49.0,16.0,14.0,24850000,алматинский,,2024,3.0,False,хозяин недвижимости,совмещенный,tengri city jassyl,,Астана
2,44.3,5.0,2.0,17500000,сарыаркинский,,1963,2.5,False,хозяин недвижимости,совмещенный,,,Астана
2,41.2,10.0,9.0,23900000,сарыаркинский,,2019,3.0,False,хозяин недвижимости,совмещенный,,дргуой ремонт,Астана
3,63.0,5.0,2.0,20000000,сарыаркинский,,1989,,False,хозяин недвижимости,раздельный,,требует ремонта,Астана
1,32.0,9.0,3.0,18000000,байконурский,,2017,2.7,False,хозяин недвижимости,совмещенный,,,Астана
2,44.3,5.0,2.0,17500000,сарыаркинский,,1963,2.5,False,хозяин недвижимости,совмещенный,,,Астана
2,58.0,16.0,15.0,32000000,есильский,,2021,2.85,False,хозяин недвижимости,совмещенный,freedom,,Астана
1,40.0,9.0,7.0,17400000,сарыаркинский,,2020,2.7,False,хозяин недвижимости,совмещенный,,,Астана
1,38.0,9.0,1.0,17300000,есильский,,2018,2.7,False,хозяин недвижимости,совмещенный,nova city,,Астана
3,122.0,4.0,3.0,58300000,алматинский,,2004,3.0,False,хозяин недвижимости,2 с/у и более,ак булак-3,,Астана
4,110.0,16.0,5.0,60000000,алматинский,,2009,2.7,False,хозяин недвижимости,,астана меруерт,,Астана
2,68.0,5.0,5.0,19500000,байконурский,,2007,2.7,False,хозяин недвижимости,совмещенный,,,Астана
2,59.0,9.0,2.0,27000000,алматинский,,2015,,False,хозяин недвижимости,совмещенный,,,Астана
2,46.2,12.0,9.0,25000000,есильский,,2021,2.7,False,хозяин недвижимости,совмещенный,sezim qala.baqyt,,Астана
3,103.0,24.0,2.0,39000000,алматинский,,2010,2.7,False,хозяин недвижимости,2 с/у и более,байконур,,Астана
2,40.0,6.0,2.0,19000000,есильский,,2018,2.7,False,хозяин недвижимости,совмещенный,nova city,,Астана
2,43.0,3.0,3.0,17000000,нуринский,,2019,2.7,False,хозяин недвижимости,совмещенный,астана» мкр «уркер,,Астана
2,43.1,18.0,8.0,21500000,нуринский,,2023,3.0,False,хозяин недвижимости,совмещенный,respublika,черновая отделка,Астана
1,38.3,12.0,1.0,22000000,нуринский,,2023,3.4,False,хозяин недвижимости,совмещенный,,свежий ремонт,Астана
1,32.4,3.0,1.0,9500000,есильский,,2023,2.7,False,хозяин недвижимости,совмещенный,мжк астана,дргуой ремонт,Астана
2,30.0,5.0,1.0,10000000,байконурский,,1978,2.0,False,хозяин недвижимости,,,,Астана
1,39.0,8.0,4.0,22500000,есильский,,2015,2.7,False,хозяин недвижимости,совмещенный,арнау,,Астана
1,36.7,16.0,14.0,15500000,алматинский,,2006,2.5,False,хозяин недвижимости,совмещенный,апато тауэр,,Астана
3,94.0,10.0,8.0,48000000,сарыаркинский,,2020,3.0,False,хозяин недвижимости,2 с/у и более,ak bars,,Астана
2,54.54,12.0,7.0,25500000,есильский,,2024,3.0,False,хозяин недвижимости,,athletic city,черновая отделка,Астана
2,66.0,9.0,3.0,35000000,сарыаркинский,,2013,2.7,False,хозяин недвижимости,раздельный,целиноград − 2,,Астана
3,80.0,9.0,7.0,45000000,есильский,,2020,3.0,False,хозяин недвижимости,совмещенный,college,,Астана
1,40.0,11.0,10.0,32000000,нуринский,,2019,3.0,False,хозяин недвижимости,совмещенный,greenline.tokyo,дргуой ремонт,Астана
2,48.0,25.0,7.0,19000000,алматинский,,2013,2.7,False,хозяин недвижимости,,орбита,,Астана
1,38.8,14.0,3.0,17800000,алматинский,,2013,2.7,False,хозяин недвижимости,совмещенный,кулан-2,дргуой ремонт,Астана
3,76.0,9.0,4.0,50000000,алматинский,,2015,2.7,False,хозяин недвижимости,2 с/у и более,каражат,,Астана
3,121.0,8.0,6.0,65000000,есильский,,2020,3.0,False,хозяин недвижимости,,айсанам de luxe,черновая отделка,Астана
2,74.9,13.0,5.0,29000000,алматинский,,2016,2.7,False,хозяин недвижимости,2 с/у и более,аспан,,Астана
