numrooms,sqauremeters,level,price,distrcit,builtyear,ceilinghight,seller,bathroomtype,repaired
3,95.0,1,90000000,Бостандыкский,2022,2.95,Хозяин недвижимости,санузел раздельный,1
1,33.0,4,19000000,Бостандыкский,1962,2.7,Специалист,санузел совмещенный,0
2,56.0,1,26000000,Жетысуский,1989,2.7,Специалист,санузел совмещенный,0
2,68.0,6,43000000,Алмалинский,1974,2.7,Хозяин недвижимости,санузел раздельный,-1
2,50.0,15,31500000,Жандосова,2023,2.7,Компания,санузел совмещенный,-1
2,42.7,3,28000000,Алмалинский,1972,3.0,Специалист,санузел совмещенный,0
2,100.1,1,68500000,Бостандыкский,2023,3.0,Специалист,санузел совмещенный,0
2,61.0,5,25900000,Жетысуский,1989,2.7,Специалист,санузел раздельный,0
3,113.0,13,70000000,Ауэзовский,2014,3.2,Специалист,санузел раздельный,0
1,30.0,4,18000000,Ауэзовский,1971,2.7,Специалист,санузел совмещенный,0
3,60.0,5,37500000,Бостандыкский,1976,2.8,Специалист,санузел совмещенный,0
3,92.0,10,95500000,Бостандыкский,2019,3.0,Специалист,санузел совмещенный,0
1,39.0,9,36500000,Бостандыкский,2018,2.7,Специалист,санузел совмещенный,1
4,160.0,5,195000000,Алмалинский,2003,3.0,Хозяин недвижимости,санузел 2 с/у и более,0
3,99.9,12,85000000,Бостандыкский,2008,2.7,Специалист,санузел 2 с/у и более,0
2,60.28,3,40000000,Алатауский,2023,2.8,Хозяин недвижимости,санузел совмещенный,0
5,180.0,11,145000000,Бостандыкский,2023,3,Хозяин недвижимости,санузел совмещенный,0
1,40.0,15,29000000,Алмалинский,2019,2.7,Хозяин недвижимости,санузел совмещенный,0
2,50.0,1,44000000,Бостандыкский,2019,2.8,Специалист,санузел совмещенный,0
2,56.0,1,42000000,Бостандыкский,2016,2.0,Специалист,санузел совмещенный,0
2,45.0,3,30900000,Бостандыкский,1969,2.7,Специалист,санузел совмещенный,0
2,61.0,6,55000000,Алмалинский,2022,2.75,Специалист,санузел совмещенный,1
4,256.0,9,320000000,Медеуский,2005,3.2,Специалист,санузел совмещенный,0
1,41.0,10,20500000,Наурызбайский,2020,2.7,Специалист,санузел совмещенный,0
2,60.28,7,7000000,Наурызбайский,2023,2.7,Хозяин недвижимости,санузел 2 с/у и более,0
1,45.0,5,23000000,Турксибский,2016,2.7,Специалист,санузел совмещенный,0
3,60.0,1,42000000,Бостандыкский,1972,2.7,Специалист,санузел совмещенный,0
2,47.0,2,52500000,Медеуский,2018,3.0,Специалист,санузел совмещенный,0
3,59.0,5,47700000,Медеуский,1973,2.7,Специалист,санузел совмещенный,0
1,45.0,2,20000000,Алатауский,2016,2.7,Хозяин недвижимости,санузел совмещенный,0
3,78.9,1,37500000,Турксибский,1981,2.8,Хозяин недвижимости,санузел раздельный,0
4,100.0,9,55500000,Ауэзовский,1993,2.85,Хозяин недвижимости,санузел раздельный,1
1,33.4,2,20500000,Жетысуский,1984,2.8,Специалист,санузел совмещенный,0
2,42.0,5,33500000,Бостандыкский,1976,2.7,Специалист,санузел совмещенный,0
2,52.0,2,31700000,Ауэзовский,2001,2.7,Хозяин недвижимости,санузел совмещенный,0
1,35.0,4,26500000,Бостандыкский,1989,2.7,Специалист,санузел совмещенный,0
2,45.0,1,25900000,Ауэзовский,1982,2.7,Специалист,санузел совмещенный,0
1,21.0,1,9000000,Бостандыкский,2016,2.7,Специалист,санузел совмещенный,0
2,81.0,11,69000000,Бостандыкский,2014,3.0,Специалист,санузел 2 с/у и более,0
2,47.0,2,35000000,Бостандыкский,1976,2.7,Специалист,санузел раздельный,0
2,88.0,8,59500000,Бостандыкский,2015,3.0,Специалист,санузел 2 с/у и более,1
2,42.36,1,49000000,Алмалинский,2019,2.8,Хозяин недвижимости,санузел совмещенный,0
1,33.0,2,24500000,Бостандыкский,1975,2.7,Специалист,санузел совмещенный,0
2,61.0,4,44000000,Медеуский,1988,2.8,Специалист,санузел раздельный,0
4,147.0,16,150000000,Ауэзовский,2012,2.8,Хозяин недвижимости,санузел 2 с/у и более,0
1,28.0,5,19000000,Наурызбайский,2022,2.7,Хозяин недвижимости,санузел совмещенный,1
1,41.4,5,20000000,Жетысуский,1987,2.7,Специалист,санузел совмещенный,1
2,43.0,3,25500000,Ауэзовский,1980,2.7,Специалист,санузел совмещенный,0
1,43.0,1,35000000,Бостандыкский,2023,3.3,Хозяин недвижимости,санузел совмещенный,0
2,46.0,2,31000000,Бостандыкский,1963,2.7,Специалист,санузел совмещенный,0
3,67.0,1,59000000,Медеуский,1987,2.8,Специалист,санузел раздельный,0
2,55.0,13,43000000,Ауэзовский,2021,2.7,Хозяин недвижимости,санузел совмещенный,0
1,56.0,7,38000000,Ауэзовский,2006,2.7,Хозяин недвижимости,санузел совмещенный,0
3,141.0,12,85000000,Бостандыкский,2008,2.7,Специалист,санузел 2 с/у и более,0
3,60.6,5,55000000,Алмалинский,1980,2.7,Специалист,санузел раздельный,0
3,123.0,1,230000000,Медеуский,2019,3.25,Специалист,санузел 2 с/у и более,1
6,194.0,2,290000000,Медеуский,2018,3.25,Специалист,санузел 2 с/у и более,0
4,200.0,2,310000000,Медеуский,2019,3.25,Специалист,санузел 2 с/у и более,0
3,81.0,3,74000000,Аскарова,2016,3.0,Специалист,санузел 2 с/у и более,1
2,36.2,7,26000000,Алатауский,2016,2.7,Специалист,санузел совмещенный,1
2,42.9,5,23500000,Жетысуский,1983,2.7,Компания,санузел совмещенный,0
3,68.0,5,39000000,Жетысуский,1986,2.7,Специалист,санузел раздельный,0
2,43.0,4,30500000,Бостандыкский,1974,2.7,Специалист,санузел совмещенный,0
3,65.0,4,43500000,Алмалинский,1988,2.7,Специалист,санузел раздельный,1
2,65.0,3,27500000,Алатауский,2016,2.7,Специалист,санузел раздельный,0
3,73.0,13,46555555,Бостандыкский,2010,2.8,Специалист,санузел совмещенный,0
2,43.0,4,34500000,Медеуский,1973,2.7,Специалист,санузел совмещенный,0
2,52.0,5,30500000,Турксибский,1991,2.7,Хозяин недвижимости,санузел раздельный,0
1,45.0,1,24500000,Жетысуский,2007,2.7,Специалист,санузел совмещенный,0
2,44.0,4,32000000,Медеуский,1973,2.7,Специалист,санузел совмещенный,1
1,40.0,1,26500000,Бостандыкский,2018,2.8,Специалист,санузел совмещенный,0
1,12.0,3,8600000,Ауэзовский,1980,2.5,Хозяин недвижимости,санузел совмещенный,-1
1,40.0,5,21000000,Алатауский,2022,2.8,Специалист,санузел совмещенный,0
4,195.0,1,216000000,Медеуский,2006,3.0,Специалист,санузел 2 с/у и более,0
1,35.0,7,18000000,Райымбек,2023,2.7,Хозяин недвижимости,санузел раздельный,0
1,55.0,10,23000000,Алмалинский,2008,2.7,Специалист,санузел совмещенный,0
2,54.0,2,40500000,Алмалинский,1969,2.7,Специалист,санузел раздельный,0
1,30.0,4,18000000,Бостандыкский,1961,2.7,Специалист,санузел совмещенный,0
2,45.0,3,30000000,Турксибский,1989,2.8,Хозяин недвижимости,санузел раздельный,0
3,92.0,3,43000000,Наурызбайский,2019,2.7,Специалист,санузел 2 с/у и более,0
3,171.0,3,105000000,Бостандыкский,2004,3.0,Специалист,санузел 2 с/у и более,0
3,70.0,6,54500000,Бостандыкский,1985,2.7,Специалист,санузел раздельный,0
1,34.0,2,18500000,Турксибский,1986,2.8,Специалист,санузел совмещенный,0
3,116.0,5,100000000,Бостандыкский,2013,3.0,Специалист,санузел 2 с/у и более,0
2,63.0,3,39500000,Бостандыкский,1989,2.85,Специалист,санузел совмещенный,0
3,106.0,4,65000000,Ауэзовский,2013,2.8,Хозяин недвижимости,санузел 2 с/у и более,0
1,17.0,1,9000000,Бостандыкский,2017,2.7,Специалист,санузел совмещенный,0
3,78.0,6,36000000,Алмалинский,2023,2.9,Хозяин недвижимости,санузел совмещенный,0
2,51.4,5,34000000,Алмалинский,1969,2.7,Специалист,санузел совмещенный,0
2,56.0,4,36500000,Бостандыкский,1976,2.7,Специалист,санузел совмещенный,0
3,68.0,5,35300000,Жетысуский,1983,2.8,Специалист,санузел раздельный,0
2,58.7,4,58500000,Медеуский,2020,3.0,Хозяин недвижимости,санузел раздельный,0
2,42.0,1,37700000,Медеуский,1968,2.7,Специалист,санузел совмещенный,0
3,75.8,10,64400000,Бостандыкский,2022,3.0,Хозяин недвижимости,санузел совмещенный,0
3,55.0,2,21500000,Жетысуский,1957,2.6,Специалист,санузел совмещенный,0
3,112.0,6,120000000,Медеуский,2013,3.0,Специалист,санузел 2 с/у и более,0
2,98.0,2,63500000,Бостандыкский,2006,2.8,Хозяин недвижимости,санузел совмещенный,-1
4,102.0,4,70000000,Бостандыкский,1980,2.7,Специалист,санузел раздельный,0
2,54.0,2,32000000,Турксибский,1975,2.8,Специалист,санузел раздельный,0
2,78.5,13,53000000,Алмалинский,2019,2.7,Специалист,санузел 2 с/у и более,0
2,42.0,3,29000000,Бостандыкский,1960,2.7,Специалист,санузел совмещенный,0
2,59.0,5,26000000,Алатауский,2012,2.7,Специалист,санузел раздельный,0
1,11.0,1,6000000,Жетысуский,2016,2.7,Хозяин недвижимости,санузел раздельный,0
3,146.0,4,230000000,Медеуский,2017,3.15,Специалист,санузел 2 с/у и более,0
3,130.0,7,130000000,Бостандыкский,2005,3.0,Специалист,санузел 2 с/у и более,0
3,61.0,1,42000000,Алмалинский,1975,2.7,Специалист,санузел раздельный,0
3,100.0,2,50000000,Алмалинский,2020,2.7,Хозяин недвижимости,санузел совмещенный,0
3,56.0,4,40000000,Алатауский,2022,2.8,Хозяин недвижимости,санузел совмещенный,1
4,104.5,14,80000000,Навои,2023,2.7,Хозяин недвижимости,санузел 2 с/у и более,0
3,78.0,4,32000000,Алатауский,2023,2.7,Хозяин недвижимости,санузел совмещенный,0
2,51.0,3,45000000,Курмангазы,1982,2.8,Хозяин недвижимости,санузел раздельный,0
2,53.0,4,38500000,Алмалинский,1989,2.7,Специалист,санузел раздельный,0
3,61.0,1,35000000,Наурызбайский,2023,2.7,Хозяин недвижимости,санузел совмещенный,1
1,35.1,3,25600000,Жетысуский,2014,2.7,Хозяин недвижимости,санузел совмещенный,0
1,40.3,1,18000000,Алатауский,2023,2.8,Хозяин недвижимости,санузел совмещенный,0
2,63.0,9,44000000,Ауэзовский,2018,3.0,Хозяин недвижимости,санузел совмещенный,0
3,79.0,4,50000000,Ауэзовский,2007,2.8,Специалист,санузел раздельный,0
2,48.0,6,57000000,Медеуский,2022,2.7,Специалист,санузел совмещенный,0
2,80.0,4,80000000,Бостандыкский,2008,2.85,Специалист,санузел 2 с/у и более,-1
2,51.6,4,40000000,Бостандыкский,2011,2.8,Специалист,санузел совмещенный,0
3,71.4,8,53000000,Алатауский,2021,2.7,Хозяин недвижимости,санузел раздельный,1
3,60.8,1,34500000,Ауэзовский,1968,2.7,Хозяин недвижимости,санузел совмещенный,1
3,79.8,5,42500000,Алатауский,2014,2.7,Хозяин недвижимости,санузел совмещенный,0
3,70.2,2,55500000,Алмалинский,2020,3.0,Специалист,санузел раздельный,0
2,52.0,4,40500000,Алмалинский,1977,2.8,Специалист,санузел раздельный,0
2,51.0,4,32000000,Алмалинский,1980,2.8,Специалист,санузел совмещенный,0
2,54.0,4,43500000,Алмалинский,1988,2.7,Специалист,санузел раздельный,0
1,33.0,4,25500000,Алмалинский,1974,2.7,Специалист,санузел совмещенный,0
2,52.0,1,23700000,Наурызбайский,2023,2.7,Хозяин недвижимости,санузел раздельный,0
1,30.0,6,20500000,Алатауский,2011,2.6,Специалист,санузел совмещенный,1
2,40.0,4,30500000,Бостандыкский,1962,2.8,Компания,санузел совмещенный,0
3,87.0,6,73500000,Бостандыкский,2013,2.7,Специалист,санузел совмещенный,0
3,77.6,3,34000000,Алатауский,2011,2.6,Специалист,санузел совмещенный,0
1,45.0,6,25000000,Алатауский,2010,2.7,Специалист,санузел совмещенный,1
3,80.0,2,40900000,Наурызбайский,2020,2.7,Специалист,санузел совмещенный,0
1,47.0,7,32900000,Алмалинский,2023,3.0,Хозяин недвижимости,санузел совмещенный,0
2,64.0,8,42000000,Бостандыкский,2015,2.8,Специалист,санузел совмещенный,0
1,34.3,11,22900000,Алатауский,2019,2.7,Специалист,санузел совмещенный,0
3,70.0,2,60500000,Медеуский,1985,3.0,Специалист,санузел раздельный,0
1,32.0,2,24500000,Медеуский,1975,2.5,Специалист,санузел совмещенный,1
1,45.8,3,59600000,Бостандыкский,2021,3.0,Специалист,санузел совмещенный,0
2,86.9,3,53000000,Ауэзовский,2010,2.9,Специалист,санузел совмещенный,0
1,36.7,2,26000000,Наурызбайский,2020,2.7,Хозяин недвижимости,санузел совмещенный,0
3,100.0,1,100000000,Бостандыкский,2004,2.0,Специалист,санузел совмещенный,0
2,50.0,7,46500000,Бостандыкский,2019,2.85,Специалист,санузел совмещенный,0
3,89.8,10,44676039,Наурызбайский,2011,2.9,Компания,санузел 2 с/у и более,0
1,31.0,1,25500000,Медеуский,1970,2.7,Специалист,санузел совмещенный,0
3,60.0,1,41000000,Бостандыкский,1972,2.75,Специалист,санузел совмещенный,0
2,56.4,4,35000000,Жетысуский,2015,2.6,Специалист,санузел раздельный,0
3,87.0,4,78000000,Бостандыкский,2016,3.0,Специалист,санузел 2 с/у и более,0
3,106.0,2,82000000,Бостандыкский,2019,3.3,Специалист,санузел совмещенный,0
3,56.0,2,38500000,Ауэзовский,1971,2.7,Специалист,санузел совмещенный - ванна,1
3,101.0,11,85000000,Бостандыкский,2022,3.0,Хозяин недвижимости,санузел 2 с/у и более,1
2,62.1,7,58000000,Алмалинский,2024,3.0,Хозяин недвижимости,санузел совмещенный,0
3,90.0,4,86500000,Медеуский,1987,2.7,Хозяин недвижимости,санузел раздельный,0
2,59.0,2,40500000,Медеуский,2017,2.7,Специалист,санузел совмещенный,0
2,58.0,2,40000000,Бостандыкский,1977,2.7,Специалист,санузел раздельный,0
2,53.0,4,26500000,Турксибский,1983,2.7,Специалист,санузел раздельный ванна,0
4,123.0,3,90000000,Бостандыкский,1966,3.0,Хозяин недвижимости,санузел 2 с/у и более,0
1,36.0,2,29500000,Алмалинский,1983,2.85,Специалист,санузел совмещенный,0
3,69.0,2,38000000,Турксибский,2023,2.7,Хозяин недвижимости,санузел раздельный,1
1,28.0,6,19800000,Наурызбайский,2022,2.7,Хозяин недвижимости,санузел совмещенный,1
1,40.0,1,28000000,Медеуский,2023,2.7,Хозяин недвижимости,санузел совмещенный,1
3,120.0,11,98000000,Алмалинский,2008,3.0,Специалист,санузел 2 с/у и более,0
1,41.0,3,32450000,Бостандыкский,1995,2.7,Специалист,санузел совмещенный,0
3,58.0,5,39500000,Бостандыкский,1976,2.7,Специалист,санузел совмещенный,0
3,74.0,3,67000000,Бостандыкский,2019,2.95,Специалист,санузел 2 с/у и более,0
1,40.0,3,24500000,Алатауский,2016,2.8,Хозяин недвижимости,санузел совмещенный,0
2,59.9,3,36500000,Бостандыкский,2019,2.74,Специалист,санузел совмещенный,0
2,55.0,1,43000000,Бостандыкский,2019,2.85,Специалист,санузел совмещенный,0
5,137.0,6,126700000,Медеуский,2002,2.8,Специалист,санузел 2 с/у и более,0
2,63.0,5,41500000,Бостандыкский,1991,2.9,Специалист,санузел совмещенный,0
1,40.0,2,26500000,Медеуский,1974,2.7,Специалист,санузел совмещенный,0
2,70.0,14,53000000,Навои,2008,3.0,Специалист,санузел совмещенный,0
2,43.0,6,26500000,Алмалинский,2019,2.7,Специалист,санузел совмещенный,0
4,74.0,5,50000000,Бостандыкский,1974,2.8,Специалист,санузел совмещенный,1
3,76.0,2,76000000,Бостандыкский,1987,2.7,Специалист,санузел раздельный,0
2,44.0,3,33000000,Алмалинский,2015,2.7,Специалист,санузел совмещенный,0
4,75.0,2,60000000,Бостандыкский,1976,2.7,Хозяин недвижимости,санузел совмещенный,0
1,42.2,2,21000000,Наурызбайский,2022,2.7,Хозяин недвижимости,санузел совмещенный,0
3,83.3,3,68500000,Бостандыкский,2018,2.74,Хозяин недвижимости,санузел совмещенный,0
4,130.0,4,190000000,Бостандыкский,2021,3.0,Хозяин недвижимости,санузел совмещенный,0
2,45.0,5,38500000,Алмалинский,2022,2.7,Специалист,санузел совмещенный,1
2,41.0,1,55000000,Алмалинский,2023,3.0,Хозяин недвижимости,санузел совмещенный,0
1,37.6,2,22000000,Алатауский,1962,2.8,Хозяин недвижимости,санузел совмещенный,0
3,84.2,3,60000000,Бостандыкский,2018,2.74,Хозяин недвижимости,санузел совмещенный,0
1,43.0,4,30700000,Бостандыкский,1991,2.7,Специалист,санузел совмещенный,0
1,30.0,4,21000000,Бостандыкский,1961,2.7,Специалист,санузел совмещенный,0
2,52.3,4,37000000,Ауэзовский,2019,2.8,Специалист,санузел совмещенный,0
2,46.0,5,38500000,Алмалинский,2022,2.7,Специалист,санузел совмещенный,1
2,41.0,2,36500000,Бостандыкский,1973,2.7,Специалист,санузел раздельный,0
2,66.0,5,22500000,Наурызбайский,2023,2.7,Хозяин недвижимости,санузел совмещенный,0
2,55.0,6,32500000,Жетысуский,2005,2.7,Специалист,санузел раздельный,0
1,42.0,1,26000000,Бостандыкский,1984,2.75,Специалист,которая идеально подойдет для комфортной жизни. Квартира имеет улучшенную планировку и раздельный санузел,-1
3,80.0,8,55000000,Бостандыкский,1993,2.85,Специалист,санузел совмещенный,0
2,50.0,4,34000000,Бостандыкский,1977,2.8,Специалист,санузел раздельный,1
1,20.0,5,16000000,Ауэзовский,1979,27.0,Хозяин недвижимости,санузел совмещенный,1
1,32.0,2,27000000,Медеуский,1970,2.7,Специалист,санузел совмещенный,1
3,62.0,7,40000000,Медеуский,2022,2.85,Хозяин недвижимости,санузел совмещенный,0
4,65.0,1,25000000,Алатауский,1969,2.7,Хозяин недвижимости,санузел совмещенный,0
4,114.0,1,130000000,Бостандыкский,2021,3.0,Хозяин недвижимости,санузел 2 с/у и более,0
2,46.9,13,36500000,Жетысуский,2021,2.7,Хозяин недвижимости,санузел совмещенный,0
1,23.0,4,12000000,Бостандыкский,1976,2.7,Хозяин недвижимости,санузел совмещенный,0
4,85.0,3,113000000,Бостандыкский,1977,3.0,Хозяин недвижимости,санузел совмещенный,0
3,84.0,4,55000000,Алатауский,2017,2.8,Хозяин недвижимости,санузел раздельный,1
3,109.0,4,96000000,Арайлы,2019,3.3,Специалист,санузел совмещенный,1
1,62.0,7,53000000,Бостандыкский,2019,3.0,Специалист,санузел совмещенный,0
2,46.0,3,33000000,Алмалинский,1984,2.7,Специалист,санузел раздельный,0
3,65.0,2,36500000,Жетысуский,1972,2.7,Хозяин недвижимости,санузел раздельный,0
1,35.0,2,31550000,Бостандыкский,1982,2.8,Хозяин недвижимости,санузел совмещенный,1
1,43.0,7,26500000,Жетысуский,2023,2.8,Специалист,санузел совмещенный,-1
3,124.0,10,145000000,Бостандыкский,2022,3.0,Хозяин недвижимости,санузел 2 с/у и более,0
2,45.0,2,26000000,Бостандыкский,1964,2.6,Специалист,санузел совмещенный,0
1,33.3,11,31000000,Бостандыкский,2019,2.7,Специалист,санузел совмещенный,0
1,31.0,3,25500000,Алмалинский,1962,2.7,Специалист,санузел совмещенный,0
1,40.9,1,29000000,Турксибский,2021,3.0,Хозяин недвижимости,санузел совмещенный,0
3,60.0,1,29800000,Ауэзовский,1974,2.8,Специалист,санузел раздельный,0
3,58.0,5,37000000,Бостандыкский,1979,2.0,Хозяин недвижимости,санузел раздельный,0
2,73.3,9,47000000,Ауэзовский,2022,2.7,Хозяин недвижимости,санузел совмещенный,1
2,55.0,5,52000000,Ауэзовский,1980,2.7,Хозяин недвижимости,санузел раздельный,1
1,20.0,1,15000000,Ауэзовский,1990,2.8,Хозяин недвижимости,санузел совмещенный,0
2,64.0,12,43500000,Алмалинский,1993,2.8,Специалист,санузел совмещенный,0
2,63.0,11,50500000,Бостандыкский,2019,2.95,Специалист,санузел раздельный,0
3,68.0,1,40000000,Турксибский,1993,3.0,Специалист,санузел раздельный,0
1,35.0,2,18500000,Турксибский,1988,2.7,Специалист,санузел совмещенный,0
1,55.0,8,37500000,Ауэзовский,2014,2.8,Хозяин недвижимости,санузел совмещенный,0
3,125.0,10,98000000,Алмалинский,2015,2.7,Хозяин недвижимости,санузел 2 с/у и более,1
2,53.0,6,43500000,Бостандыкский,2016,2.7,Специалист,санузел совмещенный,0
1,18.0,5,13500000,Ауэзовский,1975,2.7,Специалист,санузел совмещенный,0
4,79.0,4,47800000,Алмалинский,1980,2.7,Специалист,санузел раздельный,0
2,59.8,4,58500000,Бостандыкский,2022,2.9,Хозяин недвижимости,санузел совмещенный,1
1,38.0,2,42000000,Бостандыкский,2020,2.7,Хозяин недвижимости,санузел совмещенный,0
2,53.0,4,35990000,Алмалинский,1980,2.8,Специалист,санузел раздельный,0
3,73.0,3,90000000,Медеуский,2022,2.85,Хозяин недвижимости,санузел раздельный,0
2,55.0,5,38500000,Алмалинский,1991,2.65,Специалист,санузел совмещенный,0
3,70.0,4,60000000,Бостандыкский,2017,2.8,Специалист,санузел совмещенный,0
3,75.0,5,28000000,Алатауский,2017,2.8,Хозяин недвижимости,санузел раздельный,0
4,176.0,1,150000000,Бостандыкский,2007,3.0,Хозяин недвижимости,санузел 2 с/у и более,0
1,42.0,5,30000000,Бостандыкский,1982,2.7,Специалист,санузел совмещенный,0
3,75.6,3,43000000,Турксибский,2017,2.8,Хозяин недвижимости,санузел раздельный,0
2,47.0,5,32000000,Ауэзовский,1980,2.7,Специалист,санузел совмещенный,0
2,57.0,2,35000000,Алмалинский,1971,2.7,Специалист,санузел совмещенный,0
2,43.0,4,33000000,Алмалинский,1978,2.7,Специалист,санузел совмещенный,0
3,70.0,10,52000000,Бостандыкский,2017,2.95,Специалист,санузел совмещенный,0
2,45.0,5,38500000,Алмалинский,2022,2.7,Специалист,санузел совмещенный,0
1,43.0,9,35000000,Алмалинский,2023,3.0,Специалист,санузел совмещенный,0
1,45.0,6,27000000,Алатауский,2022,2.75,Хозяин недвижимости,санузел совмещенный,0
2,92.7,3,93000000,Бостандыкский,2023,3.0,Хозяин недвижимости,санузел раздельный,0
1,40.0,8,36000000,Бостандыкский,2017,3.0,Хозяин недвижимости,санузел совмещенный,0
1,41.0,9,28000000,Алмалинский,1980,2.7,Специалист,санузел совмещенный,0
2,65.0,7,39000000,Алатауский,2011,2.6,Хозяин недвижимости,санузел совмещенный,0
3,56.0,1,35000000,Бостандыкский,1977,2.7,Специалист,санузел совмещенный,0
2,63.5,4,41800000,Алмалинский,1978,2.7,Специалист,санузел совмещенный,0
3,83.0,3,67500000,Бостандыкский,2018,2.74,Специалист,санузел совмещенный,0
3,118.0,2,102000000,Медеуский,2017,3.0,Специалист,санузел 2 с/у и более,0
2,65.0,13,48000000,Алмалинский,2011,2.8,Специалист,санузел совмещенный,0
4,112.6,4,82000000,Бостандыкский,1980,2.7,Специалист,санузел совмещенный,0
1,33.5,3,26000000,Алмалинский,1974,2.7,Специалист,санузел совмещенный,0
2,44.0,4,42500000,Бостандыкский,2014,2.7,Специалист,санузел совмещенный,0
1,52.0,1,35000000,Медеуский,2020,2.7,Хозяин недвижимости,санузел раздельный,0
3,98.0,3,39000000,Наурызбайский,2022,2.7,Специалист,санузел 2 с/у и более,0
2,45.0,5,28000000,Бостандыкский,1975,2.7,Специалист,санузел совмещенный,0
2,65.0,2,25500000,Жетысуский,2014,2.7,Специалист,санузел раздельный,0
2,43.0,2,34000000,Бостандыкский,1980,2.7,Специалист,санузел совмещенный,0
1,45.4,11,43500000,Бостандыкский,2023,2.7,Специалист,санузел совмещенный,0
2,42.0,2,34500000,Медеуский,1974,2.8,Хозяин недвижимости,санузел совмещенный,0
1,38.0,5,37000000,Сатпаева,2018,2.7,Специалист,санузел совмещенный,0
2,62.0,1,46000000,Бостандыкский,1993,2.7,Специалист,санузел раздельный,0
10,310.0,9,135000000,Ауэзовский,2000,2.7,Специалист,санузел совмещенный,0
3,77.0,5,39000000,Алатауский,2014,2.7,Специалист,санузел раздельный,0
4,102.0,8,90000000,Бостандыкский,2019,3.0,Специалист,санузел совмещенный,0
2,61.0,9,33500000,Наурызбайский,2023,2.8,Хозяин недвижимости,санузел совмещенный,0
3,87.0,6,73500000,Бостандыкский,2017,2.7,Специалист,санузел раздельный,0
1,31.0,3,19000000,Бостандыкский,1963,2.7,Специалист,санузел совмещенный,0
1,31.0,3,19800000,Бостандыкский,1962,2.7,Специалист,санузел совмещенный,0
2,52.0,7,41000000,Алмалинский,1985,2.8,Специалист,санузел совмещенный,0
4,95.0,6,81000000,Бостандыкский,1988,2.7,Компания,санузел раздельный,0
2,47.0,5,33000000,Ауэзовский,2024,3.0,Хозяин недвижимости,санузел совмещенный,0
2,50.0,6,28500000,Бостандыкский,2023,3.0,Специалист,санузел совмещенный,0
2,40.0,1,15500000,Жетысуский,1955,3.5,Специалист,санузел совмещенный,0
3,115.0,2,240000000,Медеуский,2018,3.25,Компания,санузел совмещенный,0
6,380.0,1,450000000,Медеуский,2007,2.8,Компания,санузел совмещенный,0
3,70.0,2,40000000,Турксибский,1990,2.7,Хозяин недвижимости,санузел раздельный,0
2,65.0,5,37000000,Алмалинский,1973,2.7,Специалист,санузел раздельный,0
2,44.0,3,28000000,Ауэзовский,1968,2.7,Специалист,санузел совмещенный,0
2,80.0,19,43000000,Алмалинский,2008,3.0,Специалист,санузел совмещенный,0
1,43.0,4,20000000,Алатауский,2023,2.8,Хозяин недвижимости,санузел совмещенный,0
1,31.7,5,28500000,Бостандыкский,1979,2.8,Хозяин недвижимости,санузел совмещенный,0
2,65.0,10,85000000,Алмалинский,2021,3.0,Хозяин недвижимости,санузел совмещенный,0
3,90.0,2,85000000,Бостандыкский,2017,2.7,Хозяин недвижимости,санузел 2 с/у и более,0
3,107.0,1,66216000,Наурызбайский,2022,3.2,Специалист,санузел 2 с/у и более,0
2,51.7,2,44000000,Бостандыкский,1971,2.7,Хозяин недвижимости,санузел раздельный,0
2,56.0,2,55999999,Бостандыкский,2022,3.0,Специалист,санузел совмещенный,0
3,63.5,3,37500000,Алмалинский,1981,3,Специалист,санузел раздельный,0
2,43.0,1,28000000,Ауэзовский,1967,2.7,Специалист,санузел совмещенный,0
2,69.3,6,31000000,Турксибский,2023,2.85,Хозяин недвижимости,санузел совмещенный,0
2,45.0,2,38500000,Бостандыкский,1986,2.8,Специалист,санузел совмещенный,0
2,65.0,3,29000000,Турксибский,2017,2.8,Хозяин недвижимости,санузел раздельный,1
3,88.2,4,52500000,Ауэзовский,2023,3.0,Специалист,санузел раздельный,0
4,196.5,3,212990000,Медеуский,2022,3.0,Специалист,санузел совмещенный,0
1,32.9,2,24500000,Бостандыкский,1975,2.7,Специалист,санузел совмещенный,0
2,56.4,4,35000000,Жетысуский,2015,2.6,Специалист,санузел раздельный,0
3,60.0,4,37500000,Ауэзовский,1978,3.0,Специалист,санузел раздельный,0
2,54.0,1,43000000,Бостандыкский,2009,3.0,Специалист,санузел совмещенный,0
3,75.0,4,39900000,Наурызбайский,2018,2.7,Специалист,санузел раздельный,1
1,31.0,4,19000000,Ауэзовский,1964,2.7,Специалист,санузел совмещенный,0
3,136.7,2,110000000,Бостандыкский,2022,3.0,Специалист,санузел совмещенный,0
1,31.0,5,30000000,Медеуский,1990,2.7,Специалист,санузел совмещенный,0
6,356.0,3,541000000,Бостандыкский,2015,3.0,Специалист,санузел совмещенный,0
1,41.4,5,21500000,Турксибский,1983,2.7,Хозяин недвижимости,санузел совмещенный,0
1,15.0,3,15000000,Бостандыкский,1977,2.7,Хозяин недвижимости,санузел совмещенный,0
3,150.0,3,375000000,Бостандыкский,2020,3.2,Специалист,санузел совмещенный,1
4,205.0,2,405000000,Бостандыкский,2020,3.2,Специалист,санузел совмещенный,1
2,60.0,3,43500000,Алмалинский,1985,2.85,Хозяин недвижимости,санузел совмещенный,1
