numrooms,sqauremeters,level,price,distrcit,builtyear,ceilinghight,seller,bathroomtype,repaired
2,72.2,4,76000000,Бостандыкский,2023,3.0,Хозяин недвижимости,санузел совмещенный,0
3,56.0,4,31500000,Ауэзовский,1974,2.7,Хозяин недвижимости,санузел совмещенный,0
1,35.2,5,26800000,Ауэзовский,1980,2.65,Хозяин недвижимости,санузел совмещенный,0
3,111.3,7,85000000,Бостандыкский,2015,2.8,Компания,санузел 2 с/у и более,1
1,47.0,4,21800000,Наурызбайский,2022,2.7,Хозяин недвижимости,санузел совмещенный,0
3,70.0,5,49990000,Медеуский,1978,2.8,Хозяин недвижимости,санузел раздельный,0
2,61.0,5,22688499,Асыл,2014,2.7,Хозяин недвижимости,санузел совмещенный,0
2,41.5,1,30500000,Бостандыкский,1975,2.7,Хозяин недвижимости,санузел совмещенный,0
2,43.8,1,28500000,Ауэзовский,1964,2.7,Хозяин недвижимости,санузел совмещенный,0
3,62.0,2,32000000,Алатауский,1985,2.7,Хозяин недвижимости,санузел раздельный,0
3,115.0,3,123000000,Ауэзовский,2012,2.8,Хозяин недвижимости,санузел 2 с/у и более,0
2,80.0,3,85000000,Бостандыкский,2021,3.0,Специалист,санузел 2 с/у и более,0
2,70.0,5,41000000,Алатауский,2010,2.7,Хозяин недвижимости,санузел раздельный,0
2,96.0,5,61000000,Ауэзовский,2011,3.1,Хозяин недвижимости,санузел 2 с/у и более,1
3,96.9,8,45500000,Наурызбайский,2022,2.7,Хозяин недвижимости,санузел 2 с/у и более,1
1,31.0,1,21900000,Бостандыкский,1961,2.7,Компания,санузел совмещенный,1
3,55.0,1,33000000,Алмалинский,1972,2.5,Компания,санузел совмещенный,1
2,76.13,1,59381400,Ауэзовский,2024,3.0,Новостройка ЖК «Apple Residence» от застройщика «Барыс строй 2001»,санузел 2 с/у и более,0
2,69.79,1,74526000,Медеуский,2023,3.0,Новостройка ЖК «Koktobe city» от застройщика «Kusto Home»,санузел 2 с/у и более,0
4,86.0,3,43500000,Турксибский,1990,2.7,Хозяин недвижимости,санузел раздельный,1
2,61.5,3,38500000,Медеуский,2021,2.7,Хозяин недвижимости,санузел совмещенный,0
2,55.4,3,49000000,Ауэзовский,2015,2.7,Хозяин недвижимости,санузел совмещенный,0
1,31.0,2,26500000,Бостандыкский,1963,2.7,Хозяин недвижимости,санузел совмещенный,1
2,89.3,1,79030500,Бостандыкский,2024,3.0,Новостройка ЖК «Estet» от застройщика «BAZIS–А»,санузел совмещенный,0
3,61.1,17,57000000,Бостандыкский,2022,3.0,Хозяин недвижимости,санузел совмещенный,0
3,67.0,2,45000000,Алмалинский,1980,2.8,Хозяин недвижимости,санузел раздельный,0
3,96.7,1,96700000,Алмалинский,2025,3.0,Новостройка ЖК «Legenda» от застройщика «BAZIS–А»,санузел 2 с/у и более,0
2,68.8,1,65360000,Медеуский,2024,3.3,Новостройка ЖК «Hayat Meliora» от застройщика «Hayat Construction Group»,санузел совмещенный,0
4,104.27,1,156405000,Медеуский,2024,3.3,Новостройка ЖК «Autograph» от застройщика «AKAS Development»,санузел 2 с/у и более,0
1,12.5,5,8800000,Алмалинский,1981,2.7,Специалист,санузел совмещенный,0
3,127.0,7,135000000,Медеуский,2012,5.0,Специалист,санузел 2 с/у и более,0
3,70.0,6,60000000,Бостандыкский,2019,2.85,Специалист,санузел совмещенный,0
2,58.0,15,45000000,Бостандыкский,2024,2.75,Хозяин недвижимости,санузел раздельный,0
4,75.0,3,50000000,Ауэзовский,1968,2.5,Хозяин недвижимости,санузел раздельный,0
4,126.0,12,73000000,Медеуский,2017,2.8,Хозяин недвижимости,санузел совмещенный,0
3,67.0,4,40000000,Алмалинский,1978,2.7,Специалист,санузел совмещенный,0
3,115.0,1,89700000,Бостандыкский,2024,3.0,Новостройка ЖК «Aqtolqyn Grand» от застройщика «AB Capital»,санузел 2 с/у и более,0
2,84.0,11,85000000,Бостандыкский,2022,3.0,Хозяин недвижимости,санузел совмещенный,0
4,165.0,3,118000000,Бостандыкский,1996,3.0,Специалист,санузел 2 с/у и более,0
1,26.0,2,12900000,Алатауский,1990,2.8,Специалист,санузел совмещенный,0
3,76.3,1,29566250,Медеуский,2022,2.7,Новостройка ЖК «Hayat Apartments» от застройщика «Hayat Construction Group»,санузел 2 с/у и более,0
2,47.3,1,15609000,Турксибский,2023,2.75,Новостройка ЖК «Time City» от застройщика «Time Group»,санузел совмещенный,0
3,62.0,3,35000000,Ауэзовский,1972,2.5,Хозяин недвижимости,санузел раздельный,0
3,62.0,3,35000000,Ауэзовский,1972,2.5,Хозяин недвижимости,санузел раздельный,0
4,162.3,1,137955000,Медеуский,2025,3.3,Новостройка ЖК «Vendome» от застройщика «ТОО AKSU Group LTD»,санузел 2 с/у и более,0
2,68.2,1,68200000,Бостандыкский,2024,3.3,Новостройка ЖК «Aspen» от застройщика «MDI Construction»,санузел совмещенный,0
4,146.0,1,129210000,Бостандыкский,2024,3.0,Новостройка ЖК «Metropole» от застройщика «BAZIS–А»,санузел 2 с/у и более,0
2,69.0,1,51060000,Бостандыкский,2024,2.85,Новостройка ЖК «Riviera» от застройщика «BAZIS–А»,санузел 2 с/у и более,0
2,60.7,1,44918000,Бостандыкский,2024,2.95,Новостройка ЖК «Jazz-квартал» от застройщика «BAZIS–А»,санузел совмещенный,0
2,39.2,2,24500000,Бостандыкский,1975,2.8,Хозяин недвижимости,санузел совмещенный,0
1,57.0,1,31920000,Медеуский,2024,2.85,Новостройка ЖК «Arman City» от застройщика «SABA GROUP KZ»,санузел совмещенный,0
2,49.82,1,59634510,Минина,2024,3.0,Новостройка ЖК «Boulevard Residence» от застройщика «BI Group»,санузел совмещенный,0
2,65.86,1,47419200,Бостандыкский,2025,3.0,Новостройка ЖК «Tumar» от застройщика «Корпорация ВЕК»,санузел совмещенный,0
3,90.1,1,82800000,Бостандыкский,2023,2.8,Новостройка ЖК «Ozen Park Navoi» от застройщика «Береке Строй Групп»,санузел совмещенный,0
1,45.83,1,34372500,Торекулова,2024,2.7,Новостройка ЖК «Lifetown» от застройщика «BI Group»,санузел совмещенный,0
4,92.58,1,47354670,Алатауский,2024,2.7,Новостройка ЖК «Arena Park» от застройщика «BI Group»,санузел 2 с/у и более,0
4,242.0,15,165000000,Медеуский,2016,2.8,Хозяин недвижимости,санузел 2 с/у и более,0
2,60.0,8,31000000,Алатауский,2019,2.7,Специалист,санузел совмещенный,0
3,83.0,2,59900000,Алмалинский,1982,2.8,Специалист,санузел раздельный,0
2,64.0,1,23674950,Турксибский,2023,2.7,Новостройка ЖК «Gate City» от застройщика «Nest Stroy»,санузел совмещенный,0
2,61.0,1,33550000,Медеуский,2022,2.7,Новостройка ЖК «Green City» от застройщика «TOO MG City»,санузел совмещенный,0
2,76.29,1,59506200,Ауэзовский,2024,3.0,Новостройка ЖК «Apple Residence» от застройщика «Барыс строй 2001»,санузел совмещенный,0
3,91.5,11,92800000,Медеуский,2020,3.0,Хозяин недвижимости,санузел 2 с/у и более,0
3,110.0,7,64000000,Бостандыкский,2019,3.3,Компания,санузел раздельный,0
3,70.8,3,48000000,Медеуский,1982,2.7,Хозяин недвижимости,санузел раздельный,-1
2,36.0,3,20000000,Ауэзовский,1972,3.0,Хозяин недвижимости,санузел совмещенный,0
2,65.0,6,32500000,Алатауский,2011,2.8,Компания,санузел совмещенный,0
1,35.0,3,18500000,Турксибский,1989,2.8,Хозяин недвижимости,санузел совмещенный,0
2,58.0,2,43000000,Алмалинский,1988,2.9,Хозяин недвижимости,санузел раздельный,0
2,54.8,1,63294000,Бостандыкский,2024,3.0,Новостройка ЖК «AL’FARABI 27» от застройщика «BAZIS–А»,санузел совмещенный,0
3,136.0,6,87000000,Алмалинский,2007,3.0,Хозяин недвижимости,санузел 2 с/у и более,0
3,119.3,1,82152000,Бостандыкский,2021,3.0,Новостройка ЖК «Seven Hills» от застройщика «Nest Stroy»,санузел 2 с/у и более,0
2,45.0,12,48670000,Алмалинский,2023,3.2,Хозяин недвижимости,санузел совмещенный,0
2,40.0,1,28500000,Алатауский,1968,2.4,Хозяин недвижимости,санузел совмещенный,1
3,121.1,1,109595500,Бостандыкский,2024,2.95,Новостройка ЖК «Orion III» от застройщика «BAZIS–А»,санузел 2 с/у и более,0
1,30.1,1,19264000,Алмалинский,2024,2.7,Новостройка ЖК «Auezov City» от застройщика «BAZIS–А»,санузел совмещенный,0
5,245.0,15,165000000,Медеуский,2015,2.8,Хозяин недвижимости,санузел 2 с/у и более,0
3,61.3,1,38000000,Бостандыкский,1970,2.7,Хозяин недвижимости,санузел совмещенный,0
3,89.0,8,45000000,Наурызбайский,2010,2.8,Хозяин недвижимости,санузел раздельный,1
1,62.8,1,122460000,Бостандыкский,2020,3.2,Новостройка ЖК «President's Park» от застройщика «BI Group»,санузел совмещенный,0
4,190.59,1,162001500,Медеуский,2023,3.1,Новостройка ЖК «Династия» от застройщика «Mdi-MAX Group»,санузел 2 с/у и более,0
3,59.0,3,43500000,Бостандыкский,1974,2.7,Хозяин недвижимости,санузел совмещенный,0
1,47.11,1,18844000,Алатауский,2023,2.6,Новостройка ЖК «Аккент» от застройщика «ТОО Айт Қурылыс Сауда»,санузел совмещенный,0
3,97.93,1,67277910,Бостандыкский,2024,2.7,Новостройка ЖК «ALA Park» от застройщика «BI Group»,санузел 2 с/у и более,0
2,59.5,1,55930000,Алмалинский,2024,3.0,Новостройка ЖК «Palladium» от застройщика «Корпорация ВЕК»,санузел совмещенный,0
2,66.68,1,74692000,Медеуский,2023,3.0,Новостройка ЖК «Koktobe city» от застройщика «Kusto Home»,санузел 2 с/у и более,0
2,55.05,1,18290000,Турксибский,2024,2.7,Новостройка ЖК «Жана Куат» от застройщика «ТАМ Курылыс»,санузел совмещенный,0
3,71.0,6,42000000,Наурызбайский,2015,2.7,Хозяин недвижимости,санузел совмещенный,0
1,38.8,1,20000000,Жетысуский,2008,2.8,Хозяин недвижимости,санузел совмещенный,0
4,66.8,1,68000000,Бостандыкский,1963,2.5,Хозяин недвижимости,санузел совмещенный,0
4,95.6,11,100000000,Медеуский,2017,3.1,Специалист,санузел 2 с/у и более,0
2,52.0,6,25100000,Наурызбайский,2022,2.8,Хозяин недвижимости,санузел совмещенный,1
1,43.2,2,32900000,Ауэзовский,2014,2.7,Специалист,санузел совмещенный,0
2,72.0,5,56000000,Ауэзовский,2006,2.8,Хозяин недвижимости,санузел 2 с/у и более,1
2,45.0,3,43000000,Бостандыкский,1963,2.7,Хозяин недвижимости,санузел совмещенный,1
4,95.0,9,68000000,Алмалинский,1999,2.8,Хозяин недвижимости,санузел раздельный,1
4,165.0,4,104200000,Наурызбайский,2008,2.7,Специалист,санузел 2 с/у и более,0
3,91.4,2,84000000,Бостандыкский,2019,2.7,Хозяин недвижимости,санузел совмещенный,0
3,84.0,5,78000000,Медеуский,1975,2.8,Специалист,санузел совмещенный,0
3,90.0,5,69500000,Медеуский,1987,2.7,Хозяин недвижимости,санузел совмещенный,-1
1,40.0,4,25000000,Жетысуский,2006,2.8,Хозяин недвижимости,санузел совмещенный,1
3,75.8,1,25014000,Алатауский,2024,3.0,Новостройка ЖК «Достар Deluxe» от застройщика «TOO MAX BET PV2»,санузел совмещенный,0
3,111.9,1,105745500,Бостандыкский,2024,3.0,Новостройка ЖК «Estet» от застройщика «BAZIS–А»,санузел 2 с/у и более,0
3,104.3,1,95434500,Бостандыкский,2023,3.0,Новостройка ЖК «Комфорт Сити» от застройщика «SABA GROUP KZ»,санузел совмещенный,0
3,100.5,1,100500000,Алмалинский,2025,3.0,Новостройка ЖК «Legenda» от застройщика «BAZIS–А»,санузел 2 с/у и более,0
3,74.0,5,59000000,Ауэзовский,1991,2.8,Хозяин недвижимости,санузел раздельный,0
3,60.0,2,42500000,Бостандыкский,1970,2.7,Хозяин недвижимости,санузел раздельный,0
2,63.0,1,63000000,Наурызбайский,2022,3.2,Хозяин недвижимости,санузел совмещенный,1
2,45.0,2,26500000,Ауэзовский,1969,3.0,Хозяин недвижимости,санузел совмещенный,0
3,96.8,4,94500000,Бостандыкский,2021,3.0,Хозяин недвижимости,санузел 2 с/у и более,1
3,64.8,2,35500000,Турксибский,1987,2.7,Компания,санузел раздельный,0
3,87.3,6,65500000,Наурызбайский,2013,2.9,Хозяин недвижимости,санузел 2 с/у и более,0
3,109.1,2,85000000,Медеуский,1955,3.0,Хозяин недвижимости,санузел совмещенный,0
3,73.7,3,54000000,Алмалинский,1966,2.7,Компания,санузел совмещенный,0
2,84.0,1,27000000,Наурызбайский,2023,3.0,Специалист,санузел раздельный,0
2,57.0,4,35500000,Алатауский,2019,2.7,Хозяин недвижимости,санузел совмещенный,0
2,70.0,10,88000000,Медеуский,2019,3.0,Хозяин недвижимости,санузел 2 с/у и более,0
2,75.8,1,75800000,Бостандыкский,2024,3.3,Новостройка ЖК «Aspen» от застройщика «MDI Construction»,санузел 2 с/у и более,0
4,175.6,1,149260000,Медеуский,2025,3.3,Новостройка ЖК «Vendome» от застройщика «ТОО AKSU Group LTD»,санузел 2 с/у и более,0
2,57.0,7,50000000,Медеуский,2017,2.8,Хозяин недвижимости,санузел раздельный,0
4,150.4,1,136112000,Бостандыкский,2024,3.0,Новостройка ЖК «Metropole» от застройщика «BAZIS–А»,санузел 2 с/у и более,0
2,63.5,1,46990000,Бостандыкский,2024,2.95,Новостройка ЖК «Jazz-квартал» от застройщика «BAZIS–А»,санузел 2 с/у и более,0
4,116.3,1,174450000,Медеуский,2024,3.3,Новостройка ЖК «Autograph» от застройщика «AKAS Development»,санузел 2 с/у и более,0
2,48.43,1,23246400,Жетысуский,2024,2.7,Новостройка ЖК «Maxima City» от застройщика «KazSMU»,санузел совмещенный,0
3,85.62,1,33384000,Турксибский,2023,2.8,Новостройка ЖК «QAZYNA» от застройщика «Qazaq Invest Qurylys»,санузел раздельный,0
2,56.0,3,37900000,Бостандыкский,1979,2.8,Хозяин недвижимости,санузел совмещенный,1
2,54.39,1,15773100,Туздыбастау,2024,2.7,Новостройка ЖК «ANAYAT» от застройщика «Iksor Development»,санузел совмещенный,0
2,60.0,1,23400000,Наурызбайский,2023,2.8,Хозяин недвижимости,санузел совмещенный,0
1,32.0,3,20200000,Ауэзовский,1971,2.7,Хозяин недвижимости,санузел совмещенный,-1
2,76.0,1,38380000,Наурызбайский,2023,3.0,Новостройка ЖК «Kamenka Park» от застройщика «Dos Development»,санузел совмещенный,0
4,161.6,1,95344000,Бостандыкский,2023,3.3,Новостройка ЖК «Sky Villa» от застройщика «Stroy Sistems»,санузел 2 с/у и более,0
1,36.6,1,14054400,Бухтарминская,2023,2.7,"Новостройка ЖК «Jana Qainar» от застройщика «ТОО ""Global Stroy Project""»",санузел совмещенный,0
4,122.0,1,95160000,Бостандыкский,2024,3.0,Новостройка ЖК «Aqtolqyn Grand» от застройщика «AB Capital»,санузел 2 с/у и более,0
2,59.8,1,45448000,Бостандыкский,2025,3.0,Новостройка ЖК «Elif Garden» от застройщика «GAB Construction»,санузел совмещенный,0
2,93.0,16,39500000,Наурызбайский,2012,2.7,Хозяин недвижимости,санузел 2 с/у и более,0
2,46.0,2,21500000,Медеуский,1971,2.7,Хозяин недвижимости,санузел совмещенный,0
2,77.1,1,60138000,Ауэзовский,2023,3.0,Новостройка ЖК «Apple Residence» от застройщика «Барыс строй 2001»,санузел 2 с/у и более,0
3,60.5,8,57500000,Бостандыкский,2005,3.0,Хозяин недвижимости,санузел совмещенный,1
2,55.0,1,17600000,Турксибский,2023,2.75,Новостройка ЖК «Time City» от застройщика «Time Group»,санузел совмещенный,0
2,42.0,2,20500000,Жетысуский,1977,2.7,Хозяин недвижимости,санузел совмещенный,0
2,69.5,1,23630000,Алатауский,2023,3.0,Новостройка ЖК «Каспий» от застройщика «ТОО SMR-EURASIA»,санузел 2 с/у и более,0
1,40.69,1,20345000,Жетысуский,2022,2.7,Новостройка ЖК «Jetisu Park» от застройщика «ТОО МИА Строй»,санузел совмещенный,0
2,43.0,5,28000000,Ауэзовский,1983,2.7,Хозяин недвижимости,санузел совмещенный,0
2,55.0,10,44500000,Бостандыкский,2019,2.95,Специалист,санузел совмещенный,0
2,69.1,1,51133999,Бостандыкский,2024,2.85,Новостройка ЖК «Riviera» от застройщика «BAZIS–А»,санузел 2 с/у и более,0
2,77.9,1,30186250,Медеуский,2022,2.7,Новостройка ЖК «Hayat Apartments» от застройщика «Hayat Construction Group»,санузел совмещенный,0
1,45.4,1,15890000,Алатауский,2023,3.0,Новостройка ЖК «Dostyk» от застройщика «Egemen Company»,санузел совмещенный,0
3,75.4,1,33553000,п.,2022,2.7,Новостройка ЖК «Dostar» от застройщика «ТОО СК Элитстрой»,санузел раздельный,0
2,75.02,1,76967000,Медеуский,2023,3.0,Новостройка ЖК «Koktobe city» от застройщика «Kusto Home»,санузел 2 с/у и более,0
3,149.0,4,120000000,Медеуский,2008,3.0,Хозяин недвижимости,санузел 2 с/у и более,0
2,55.0,7,50000000,Бостандыкский,2008,3.0,Специалист,санузел совмещенный,0
1,33.0,5,26000000,Алмалинский,1984,2.7,Компания,санузел совмещенный,0
1,24.0,2,18000000,Бостандыкский,2016,3.0,Хозяин недвижимости,санузел совмещенный,0
3,65.0,9,56000000,Медеуский,2022,2.7,Хозяин недвижимости,санузел совмещенный,1
3,81.0,1,41000000,Алатауский,2019,3.0,Хозяин недвижимости,санузел 2 с/у и более,1
3,62.0,1,28000000,Наурызбайский,2023,2.69,Хозяин недвижимости,санузел раздельный,0
1,60.68,1,34587600,Медеуский,2024,2.85,Новостройка ЖК «Arman City» от застройщика «SABA GROUP KZ»,санузел совмещенный,0
1,47.16,1,61308000,Минина,2024,3.0,Новостройка ЖК «Boulevard Residence» от застройщика «BI Group»,санузел совмещенный,0
2,65.91,1,47455200,Бостандыкский,2025,3.0,Новостройка ЖК «Tumar» от застройщика «Корпорация ВЕК»,санузел совмещенный,0
1,46.8,1,40248000,Бостандыкский,2023,2.8,Новостройка ЖК «Ozen Park Navoi» от застройщика «Береке Строй Групп»,санузел совмещенный,0
1,46.17,1,34627500,Торекулова,2024,2.7,Новостройка ЖК «Lifetown» от застройщика «BI Group»,санузел совмещенный,0
2,65.5,1,24230700,Турксибский,2023,2.7,Новостройка ЖК «Gate City» от застройщика «Nest Stroy»,санузел совмещенный,0
3,85.3,8,48700000,Ауэзовский,2012,2.7,Компания,санузел раздельный,0
3,57.0,3,32200000,Ауэзовский,1984,2.7,Хозяин недвижимости,санузел совмещенный,1
2,62.1,4,53000000,Бостандыкский,1976,2.8,Хозяин недвижимости,санузел совмещенный,1
4,109.0,5,74300000,Бостандыкский,1995,2.8,Хозяин недвижимости,санузел 2 с/у и более,1
2,71.9,1,73697500,Бостандыкский,2024,3.0,Новостройка ЖК «AL’FARABI 27» от застройщика «BAZIS–А»,санузел 2 с/у и более,0
3,83.1,4,65000000,Медеуский,1970,2.7,Хозяин недвижимости,санузел раздельный,-1
3,109.3,1,84915000,Бостандыкский,2021,3.0,Новостройка ЖК «Seven Hills» от застройщика «Nest Stroy»,санузел 2 с/у и более,0
1,33.0,5,25000000,Алмалинский,1981,2.8,Хозяин недвижимости,санузел совмещенный,0
4,163.3,1,135539000,Бостандыкский,2024,2.95,Новостройка ЖК «Orion III» от застройщика «BAZIS–А»,санузел 2 с/у и более,0
1,42.7,1,27114500,Алмалинский,2024,2.7,Новостройка ЖК «Auezov City» от застройщика «BAZIS–А»,санузел совмещенный,0
2,83.22,1,153957000,Бостандыкский,2020,3.2,Новостройка ЖК «President's Park» от застройщика «BI Group»,санузел совмещенный,0
4,192.24,1,163404000,Медеуский,2023,3.1,Новостройка ЖК «Династия» от застройщика «Mdi-MAX Group»,санузел 2 с/у и более,0
3,69.8,3,59700000,Алмалинский,1960,3.0,Компания,санузел раздельный,0
2,63.5,7,53000000,Бостандыкский,2015,3.0,Хозяин недвижимости,санузел совмещенный,0
3,68.0,3,51000000,Алмалинский,1977,2.7,Хозяин недвижимости,санузел совмещенный,0
4,139.39,1,107330300,Бостандыкский,2024,2.7,Новостройка ЖК «ALA Park» от застройщика «BI Group»,санузел 2 с/у и более,0
2,63.4,1,59596000,Алмалинский,2024,3.0,Новостройка ЖК «Palladium» от застройщика «Корпорация ВЕК»,санузел совмещенный,0
1,35.3,4,22000000,Турксибский,1992,2.7,Хозяин недвижимости,санузел совмещенный,0
2,61.05,1,18315000,Турксибский,2024,2.7,Новостройка ЖК «Жана Куат» от застройщика «ТАМ Курылыс»,санузел совмещенный,0
3,80.0,7,60000000,Алмалинский,1989,3.0,Хозяин недвижимости,санузел раздельный,0
3,56.0,4,31500000,Ауэзовский,1974,2.7,Хозяин недвижимости,санузел совмещенный,0
1,37.4,4,15900000,Алатауский,2022,2.7,Компания,санузел совмещенный,1
1,50.0,11,44000000,Алмалинский,2017,2.7,Хозяин недвижимости,санузел совмещенный,0
3,127.1,1,111212500,Бостандыкский,2024,3.0,Новостройка ЖК «Estet» от застройщика «BAZIS–А»,санузел 2 с/у и более,0
4,123.0,1,110700000,Алмалинский,2025,3.0,Новостройка ЖК «Legenda» от застройщика «BAZIS–А»,санузел 2 с/у и более,0
3,73.0,14,45000000,Алатауский,2018,2.7,Хозяин недвижимости,санузел 2 с/у и более,0
3,66.0,1,36000000,Бостандыкский,1976,2.7,Компания,санузел совмещенный,1
2,55.0,5,68500000,Медеуский,2018,3.0,Хозяин недвижимости,санузел совмещенный,1
3,69.0,3,38000000,Наурызбайский,1985,2.8,Хозяин недвижимости,санузел раздельный,0
2,90.0,5,65500000,Ауэзовский,2017,3.0,Хозяин недвижимости,санузел совмещенный,1
1,30.6,1,23200000,Бостандыкский,1980,2.7,Хозяин недвижимости,санузел совмещенный,0
2,52.0,4,33500000,Алмалинский,1980,2.8,Хозяин недвижимости,санузел раздельный,0
1,40.0,3,35500000,Алмалинский,1990,2.7,Хозяин недвижимости,санузел совмещенный,0
1,37.0,1,25000000,Алмалинский,1987,2.8,Хозяин недвижимости,санузел совмещенный,0
2,83.6,1,83600000,Бостандыкский,2024,3.3,Новостройка ЖК «Aspen» от застройщика «MDI Construction»,санузел 2 с/у и более,0
3,177.6,1,150960000,Медеуский,2025,3.3,Новостройка ЖК «Vendome» от застройщика «ТОО AKSU Group LTD»,санузел 2 с/у и более,0
1,37.0,4,26000000,Ауэзовский,1993,2.7,Компания,санузел совмещенный,0
4,151.2,1,136836000,Бостандыкский,2024,3.0,Новостройка ЖК «Metropole» от застройщика «BAZIS–А»,санузел 2 с/у и более,0
1,49.5,10,43000000,Бостандыкский,2012,2.7,Хозяин недвижимости,санузел совмещенный,0
2,69.8,1,51652000,Бостандыкский,2024,2.95,Новостройка ЖК «Jazz-квартал» от застройщика «BAZIS–А»,санузел 2 с/у и более,0
2,84.77,1,64425200,Ауэзовский,2024,3.0,Новостройка ЖК «Apple Residence» от застройщика «Барыс строй 2001»,санузел 2 с/у и более,0
2,77.3,1,88698000,Медеуский,2023,3.0,Новостройка ЖК «Koktobe city» от застройщика «Kusto Home»,санузел 2 с/у и более,0
3,58.5,3,43000000,Бостандыкский,1976,2.7,Хозяин недвижимости,санузел совмещенный,1
2,54.9,1,35849700,Жетысуский,2024,3.0,Новостройка ЖК «RAMS SAIAHAT» от застройщика «Рамс Казахстан»,санузел совмещенный,0
2,49.7,13,40000000,Бостандыкский,2022,3.0,Хозяин недвижимости,санузел совмещенный,-1
3,68.8,6,48000000,Жетысуский,2022,2.8,Хозяин недвижимости,санузел 2 с/у и более,1
1,94.16,1,103576000,Медеуский,2024,3.0,Новостройка ЖК «на Жамакаева» от застройщика «Atrix Group»,санузел совмещенный,0
1,45.0,1,15750000,квартал,2024,2.8,Новостройка ЖК «ORDA TOWN» от застройщика «ТОО Investment Stroy»,санузел совмещенный,0
2,93.1,1,89376000,Бостандыкский,2017,2.8,Новостройка ЖК «Горное Солнце» от застройщика «Таулы Аспан ЖСК»,санузел совмещенный,0
3,90.7,1,63717644,Бостандыкский,2023,2.7,Новостройка ЖК «RAMS CITY» от застройщика «Рамс Казахстан»,санузел совмещенный,0
3,103.3,1,79541000,Алмалинский,2021,3.0,Новостройка ЖК «Qarasai Park» от застройщика «ТОО KazBuild Development»,санузел 2 с/у и более,0
2,53.0,2,38000000,Ауэзовский,2006,2.7,Специалист,санузел совмещенный,0
3,130.0,3,118000000,Алмалинский,2008,3.0,Специалист,санузел совмещенный,0
3,79.0,3,58000000,Алмалинский,2009,2.8,Хозяин недвижимости,санузел 2 с/у и более,0
2,50.0,2,29100000,Алатауский,1981,2.8,Специалист,санузел раздельный,1
3,62.0,2,40000000,Бостандыкский,1972,2.7,Специалист,санузел совмещенный,0
3,80.0,12,64000000,Бостандыкский,2016,2.7,Хозяин недвижимости,санузел 2 с/у и более,0
2,50.0,3,29900000,Ауэзовский,1969,2.7,Хозяин недвижимости,санузел совмещенный,1
2,57.0,4,60000000,Бостандыкский,2019,3.0,Специалист,санузел совмещенный,0
3,76.0,4,45500000,Турксибский,2017,2.0,Хозяин недвижимости,санузел раздельный,0
1,35.8,1,31700000,Алмалинский,2023,2.8,Хозяин недвижимости,санузел совмещенный,1
1,36.0,5,24999000,Алатауский,2018,2.8,Специалист,санузел совмещенный,0
1,26.0,7,19999999,Алатауский,2018,2.8,Специалист,санузел совмещенный,0
1,35.2,2,21500000,Жетысуский,1987,2.8,Хозяин недвижимости,санузел совмещенный,0
2,61.1,1,33605000,Медеуский,2022,2.7,Новостройка ЖК «Green City» от застройщика «TOO MG City»,санузел совмещенный,0
1,33.8,1,10478000,Алатауский,2024,3.0,Новостройка ЖК «Достар Deluxe» от застройщика «TOO MAX BET PV2»,санузел совмещенный,0
1,40.69,1,40486550,Бостандыкский,2023,3.0,Новостройка ЖК «Комфорт Сити» от застройщика «SABA GROUP KZ»,санузел совмещенный,0
2,53.1,1,35000000,Алмалинский,1980,2.8,Хозяин недвижимости,санузел раздельный,0
2,78.2,1,57868000,Бостандыкский,2024,2.85,Новостройка ЖК «Riviera» от застройщика «BAZIS–А»,санузел 2 с/у и более,0
2,52.0,1,65000000,Бостандыкский,2019,2.8,Хозяин недвижимости,санузел совмещенный,1
1,28.0,7,19200000,Наурызбайский,2019,2.8,Хозяин недвижимости,санузел совмещенный,0
2,40.4,1,24000000,Бостандыкский,1962,2.7,Специалист,санузел совмещенный,-1
2,42.0,9,36900000,Бостандыкский,2022,2.95,Хозяин недвижимости,санузел совмещенный,1
2,57.4,1,57400000,Бостандыкский,2024,3.0,Новостройка ЖК «Aqtolqyn Grand» от застройщика «AB Capital»,санузел совмещенный,0
2,68.5,1,21920000,Турксибский,2023,2.75,Новостройка ЖК «Time City» от застройщика «Time Group»,санузел 2 с/у и более,0
3,111.0,2,85000000,Алмалинский,2000,2.7,Специалист,санузел совмещенный,0
3,119.1,1,111358500,Бостандыкский,2024,3.0,Новостройка ЖК «Estet» от застройщика «BAZIS–А»,санузел 2 с/у и более,0
4,117.2,1,113684000,Алмалинский,2025,3.0,Новостройка ЖК «Legenda» от застройщика «BAZIS–А»,санузел 2 с/у и более,0
2,73.19,1,37692850,Медеуский,2024,2.85,Новостройка ЖК «Arman City» от застройщика «SABA GROUP KZ»,санузел совмещенный,0
3,184.9,1,157165000,Медеуский,2025,3.3,Новостройка ЖК «Vendome» от застройщика «ТОО AKSU Group LTD»,санузел 2 с/у и более,0
2,63.86,1,74077600,Минина,2024,3.0,Новостройка ЖК «Boulevard Residence» от застройщика «BI Group»,санузел 2 с/у и более,0
2,89.7,1,89700000,Бостандыкский,2024,3.3,Новостройка ЖК «Aspen» от застройщика «MDI Construction»,санузел 2 с/у и более,0
1,57.0,1,40470000,Бостандыкский,2023,2.8,Новостройка ЖК «Ozen Park Navoi» от застройщика «Береке Строй Групп»,санузел совмещенный,0
